id,sex,employment,married,income,signal1
25488,M,unemployed,0,0,.60202312
25489,M,student,0,21149,.49861643
25490,F,student,0,68621,.79206622
25491,F,retired,0,4401,.1747935
25492,F,student,0,0,.442121
25493,F,student,0,20537,.67720616
25494,F,employed,1,6428,.82325464
25495,M,employed,0,27499,.68216419
25496,M,employed,1,10414,.21958107
25497,F,unemployed,1,0,.19839941
25498,M,employed,1,8635,.73218775
25499,M,employed,0,21112,0
25500,M,employed,1,14225,0
25501,F,unemployed,1,0,.78847092
25502,M,retired,0,11385,0
25503,F,employed,1,11178,0
25504,M,student,0,0,.23163301
25505,M,student,0,13337,.97063804
25506,F,employed,1,19017,0
25507,F,employed,0,9508,.16009822
25508,M,employed,0,63069,0
25509,M,unemployed,1,20438,0
25510,F,student,0,0,.89589036
25511,F,employed,1,10962,0
25512,M,employed,0,39432,.016405549
25513,F,retired,0,6117,.0099240923
25514,F,employed,1,56823,.57204288
25515,M,retired,0,19187,.083167948
25516,M,employed,1,13518,.46237072
25517,M,student,0,0,.93568635
25518,M,employed,1,11167,.46619248
25519,M,employed,1,32047,.80825239
25520,M,student,0,0,.9452883
25521,M,employed,1,35921,.23214863
25522,F,employed,1,8720,.54859692
25523,F,unemployed,1,0,0
25524,F,unemployed,1,0,.62680042
25525,F,employed,1,6450,.87216502
25526,M,employed,1,6903,.60911375
25527,F,student,0,0,.33400032
25528,M,unemployed,1,14565,.51136714
25529,M,employed,1,11915,0
25530,M,employed,1,9782,.27598971
25531,M,employed,1,213099,.37442547
25532,F,employed,1,39639,.54206705
25533,F,unemployed,1,7811,0
25534,F,unemployed,1,0,0
25535,M,retired,0,7871,.28985012
25536,F,employed,0,12836,.11677977
25537,F,unemployed,1,0,.58388096
25538,M,employed,0,17367,.78367543
25539,F,employed,0,46962,.31358352
25540,M,employed,1,11704,.48381898
25541,F,employed,1,196777,0
25542,F,employed,1,7576,0
25543,M,student,1,0,.22985306
25544,F,unemployed,1,8527,0
25545,F,unemployed,1,20418,0
25546,M,employed,1,33695,.97478497
25547,M,student,0,0,0
25548,F,retired,0,27998,.35520157
25549,F,student,0,0,.31119278
25550,F,retired,0,10386,0
25551,F,retired,1,5661,.15306389
25552,M,unemployed,1,17078,.78407186
25553,M,employed,1,8032,.48029432
25554,F,employed,1,18043,.47591293
25555,M,employed,1,22784,.32032299
25556,F,employed,1,18482,.57236677
25557,F,unemployed,1,6507,0
25558,F,unemployed,0,6544,.41262227
25559,M,employed,1,40296,.68153566
25560,M,employed,1,7765,.44551066
25561,F,employed,0,23038,.23689438
25562,M,student,0,2745,.90305144
25563,M,student,0,395942,.62440532
25564,M,unemployed,1,21530,.74042207
25565,M,employed,1,6970,.85797328
25566,M,employed,0,6743,.015379233
25567,F,employed,1,5122,0
25568,F,employed,0,42109,.50185537
25569,F,student,0,0,.93930322
25570,M,unemployed,0,0,0
25571,F,employed,1,5675,.80661935
25572,F,employed,1,4925,.65390968
25573,F,unemployed,0,9101,.55311155
25574,M,employed,0,10975,.088417336
25575,M,employed,1,5106,.82351589
25576,F,employed,0,13216,.22102226
25577,F,employed,1,21852,.19874933
25578,M,retired,0,4684,.30560645
25579,F,employed,1,12391,.5849421
25580,M,unemployed,1,11338,.39930785
25581,M,employed,1,13805,0
25582,M,employed,1,16755,.82683438
25583,M,employed,1,10726,.87386608
25584,F,retired,1,3315,.1004623
25585,M,employed,1,6277,0
25586,M,employed,0,6316,.96595901
25587,F,employed,1,18907,.55417317
25588,M,retired,1,4654,.20173189
25589,F,employed,1,14520,.71441889
25590,F,employed,1,15356,.070302181
25591,M,unemployed,0,0,.63553494
25592,F,employed,1,14682,.32878557
25593,F,unemployed,0,0,.51336569
25594,M,student,0,24241,.99582326
25595,F,employed,0,8523,.79932976
25596,M,student,0,0,.78711581
25597,F,employed,1,4268,.65340638
25598,F,student,0,0,.87437099
25599,M,employed,1,8776,.25720814
25600,M,employed,1,17446,.092901766
25601,F,employed,1,9852,.5743311
25602,M,employed,1,31668,.56214774
25603,M,employed,1,11498,0
25604,F,unemployed,1,9917,.34044555
25605,M,employed,1,8693,0
25606,F,employed,1,66397,0
25607,M,employed,1,17353,.55946398
25608,F,student,0,11077,0
25609,F,unemployed,1,0,.46328837
25610,M,student,0,0,.6058116
25611,F,unemployed,1,8849,0
25612,M,student,0,0,.98440754
25613,F,employed,0,12405,.18236494
25614,M,unemployed,1,0,.25168434
25615,M,employed,1,36649,0
25616,M,employed,0,10240,.69461912
25617,M,employed,1,20128,.65382689
25618,F,employed,1,6716,.71517676
25619,M,student,0,0,.85265875
25620,M,employed,0,60473,.7488519
25621,M,retired,1,7977,.24682339
25622,F,employed,1,9076,.58751059
25623,M,employed,0,30784,.56031138
25624,M,employed,1,10202,.24415185
25625,F,employed,1,8211,.56557363
25626,M,employed,1,12514,.73336542
25627,F,retired,1,8633,0
25628,F,retired,1,5160,0
25629,M,employed,1,8439,0
25630,M,unemployed,1,0,.088199876
25631,F,retired,0,9184,.082581952
25632,M,employed,0,29258,.68265945
25633,M,employed,0,8195,.55086493
25634,F,student,0,0,.043336511
25635,F,student,0,0,.90510112
25636,F,unemployed,1,0,.30912825
25637,M,retired,0,5505,.21468572
25638,M,retired,1,9244,.21777025
25639,M,employed,1,10596,.59566361
25640,F,retired,1,11172,.22850557
25641,M,employed,1,7187,.2531381
25642,F,retired,0,8450,.24572261
25643,F,retired,0,4496,.059274495
25644,F,employed,0,5241,0
25645,M,employed,1,13424,.42452917
25646,M,student,0,12150,.29248676
25647,F,unemployed,1,0,.69832242
25648,F,employed,1,7364,.52141827
25649,F,student,0,0,0
25650,M,retired,0,3700,.24875133
25651,F,employed,0,25869,.70548302
25652,F,employed,0,58587,.30679172
25653,M,employed,0,84623,.45850205
25654,F,student,0,0,.86783832
25655,F,employed,0,12066,0
25656,M,retired,1,58380,.27429765
25657,F,employed,0,10633,.76112384
25658,F,employed,1,18029,.33601388
25659,F,employed,1,8015,.19769509
25660,M,unemployed,1,7627,.16094442
25661,F,unemployed,1,0,.13176812
25662,M,employed,1,28636,.61409009
25663,F,student,0,0,.25467077
25664,M,retired,1,32026,.36928052
25665,M,employed,1,30027,.51127511
25666,M,unemployed,0,0,.34045029
25667,F,employed,1,14039,.69069874
25668,M,unemployed,1,0,0
25669,M,employed,0,15761,.22908042
25670,M,employed,1,18386,.73822111
25671,M,employed,1,12275,.96193641
25672,F,retired,1,7788,.30346721
25673,M,employed,1,17721,0
25674,F,employed,1,37858,0
25675,M,employed,1,11372,0
25676,M,student,1,4694,.76511955
25677,F,unemployed,1,0,0
25678,M,employed,1,11083,.064904653
25679,M,employed,1,7254,0
25680,M,employed,0,9481,.67111343
25681,M,retired,0,5669,.2609989
25682,F,employed,1,28655,.80161989
25683,F,unemployed,1,22769,.016121417
25684,M,employed,1,16294,0
25685,M,retired,0,8636,0
25686,F,employed,1,6553,.86308926
25687,F,employed,1,15406,.50193661
25688,M,retired,1,5965,.37980551
25689,M,employed,1,20867,.60203046
25690,M,student,0,0,.85145676
25691,F,student,1,2793,.90476602
25692,M,student,0,5429,.78629166
25693,M,employed,1,7195,.54024917
25694,M,retired,0,4730,0
25695,M,employed,1,17680,0
25696,M,employed,1,5468,.59999126
25697,M,employed,1,15767,.53919393
25698,M,employed,1,6701,.059704427
25699,M,unemployed,1,6473,0
25700,F,unemployed,1,0,.68766361
25701,F,unemployed,1,0,.42405021
25702,M,employed,1,5869,.82319492
25703,F,unemployed,1,0,.52952647
25704,M,employed,0,94461,.98608959
25705,F,unemployed,1,8532,.88966554
25706,F,unemployed,1,9054,.94454235
25707,F,employed,1,8482,.63930064
25708,M,employed,1,7129,0
25709,M,employed,0,11292,.24087203
25710,M,employed,1,7962,.41880441
25711,M,employed,1,20866,.56968808
25712,M,employed,0,12178,.30987582
25713,F,employed,0,30700,.64056766
25714,F,employed,1,15502,.38702726
25715,F,student,0,0,0
25716,F,employed,0,40490,.280186
25717,M,student,0,0,0
25718,M,employed,0,7830,.0080961073
25719,M,retired,0,5870,.10302497
25720,F,student,0,0,.80012232
25721,M,student,0,0,.77557099
25722,M,employed,1,8185,.79634774
25723,M,employed,1,12549,.59115654
25724,M,employed,1,4971,.69206178
25725,M,unemployed,0,0,0
25726,M,employed,1,13047,.29566619
25727,M,student,0,0,.14278433
25728,M,employed,1,11304,.43871352
25729,M,employed,1,9895,.99168175
25730,F,employed,1,5938,.43375623
25731,M,employed,1,22461,.004587179
25732,F,retired,1,6679,.2534689
25733,M,employed,1,13730,.35321158
25734,M,student,0,0,.90049577
25735,M,unemployed,0,0,.48693484
25736,F,student,0,0,.16389069
25737,M,student,1,0,.94582373
25738,F,employed,1,7612,.28094894
25739,F,employed,1,21635,.54349846
25740,M,employed,1,15922,.85815823
25741,M,employed,1,9202,.63178337
25742,M,student,0,3912,.65346473
25743,F,employed,0,10098,.90171868
25744,M,employed,0,10735,.54529834
25745,M,employed,1,11825,.18249784
25746,M,employed,1,11422,0
25747,M,student,0,8703,.99837625
25748,M,employed,1,7139,.74656683
25749,M,unemployed,1,0,.74378556
25750,M,employed,1,11306,0
25751,M,student,0,3664,.7826823
25752,M,student,0,0,.85889661
25753,M,employed,1,15011,.92233294
25754,M,employed,0,240836,.55163348
25755,F,employed,0,5849,0
25756,F,employed,0,21169,.23589452
25757,F,employed,1,424253,.99565828
25758,F,retired,0,5648,0
25759,M,employed,1,13703,0
25760,M,employed,1,10432,.09716294
25761,F,employed,1,22261,0
25762,M,employed,1,10847,.50206405
25763,F,employed,0,10661,0
25764,M,employed,1,16624,0
25765,M,retired,0,23612,.023370581
25766,F,employed,1,21059,0
25767,F,student,0,0,.90839839
25768,M,employed,0,13953,.77850229
25769,M,unemployed,1,13385,.23390074
25770,F,employed,1,8493,.46256021
25771,F,student,0,0,.23909105
25772,M,employed,0,37726,0
25773,F,employed,1,8459,0
25774,F,employed,1,36540,.019407745
25775,M,student,1,4905,.96963406
25776,M,employed,1,15441,.69757515
25777,M,student,0,48326,.56872725
25778,M,employed,1,6672,.50935227
25779,F,employed,1,13095,.62662899
25780,F,unemployed,1,11867,.049593214
25781,F,employed,1,42145,.32845336
25782,M,employed,1,8558,0
25783,F,retired,1,4502,.26219937
25784,F,employed,1,9673,0
25785,F,employed,1,8422,.5550589
25786,M,retired,0,6659,.35676837
25787,F,unemployed,1,0,.8489989
25788,F,employed,1,7159,.82634485
25789,F,unemployed,0,0,0
25790,M,employed,1,9941,.79494917
25791,M,employed,1,18257,0
25792,M,student,0,24917,.91304511
25793,F,student,1,20397,.14586072
25794,M,employed,1,179640,.15973823
25795,M,employed,1,25477,.53023797
25796,F,retired,0,4858,0
25797,M,unemployed,0,12932,.12515318
25798,M,student,0,9757,.86681068
25799,F,employed,1,10344,.63840002
25800,M,student,0,0,.48887804
25801,M,employed,1,8328,.69725114
25802,M,employed,1,5508,.79765475
25803,M,employed,0,20120,.15225028
25804,F,employed,1,75013,0
25805,F,employed,1,5637,.51793659
25806,M,employed,0,7082,.2397162
25807,F,retired,1,4943,.26765698
25808,M,retired,0,14380,0
25809,F,employed,0,6080,.66831404
25810,M,student,0,0,.90555245
25811,F,employed,0,29284,.51480329
25812,F,employed,0,7079,.18463117
25813,M,student,0,0,.8962189
25814,M,employed,1,28532,.57265818
25815,F,employed,1,5855,.55541879
25816,M,unemployed,0,0,.21658076
25817,M,employed,1,146382,.82499743
25818,M,employed,1,5225,.64844054
25819,M,employed,1,15662,.51442665
25820,F,student,0,0,.72441357
25821,M,employed,0,7535,.70249665
25822,M,employed,1,9753,.31283116
25823,F,employed,1,30250,.67445719
25824,M,employed,1,15930,.53696674
25825,F,employed,1,10114,.51856101
25826,F,retired,0,3091,.29746592
25827,F,employed,1,6703,0
25828,F,unemployed,1,7261,.51167822
25829,M,employed,1,15231,.36388859
25830,M,unemployed,1,12528,.026415039
25831,F,retired,0,7908,.2299327
25832,M,employed,1,9068,.37880018
25833,M,employed,1,5676,.64358574
25834,M,employed,1,7605,.31728029
25835,M,employed,0,24720,.94210887
25836,F,employed,1,8920,0
25837,F,unemployed,1,0,.38691863
25838,F,employed,0,6366,0
25839,M,employed,0,7311,.13809444
25840,F,employed,1,28439,.83755976
25841,M,unemployed,1,0,.65908492
25842,F,unemployed,1,7668,.52205193
25843,F,employed,1,12582,.73044044
25844,M,employed,0,6477,0
25845,F,retired,0,18630,.26679105
25846,M,employed,0,18332,.71067065
25847,F,employed,0,8922,.061153471
25848,F,employed,0,26336,0
25849,M,employed,0,11746,.098430656
25850,M,unemployed,1,6455,.64283925
25851,M,employed,1,12114,.55697435
25852,F,employed,1,16503,.40486041
25853,M,employed,0,17725,.6889829
25854,M,employed,0,38377,.97845024
25855,M,student,0,0,.7682842
25856,F,student,0,13671,.15941475
25857,F,employed,1,4081,.83831286
25858,F,student,0,18295,.083160155
25859,F,student,0,11969,.93527448
25860,M,employed,1,7350,.79769093
25861,F,employed,0,8219,.50481433
25862,F,unemployed,1,0,.61119241
25863,F,unemployed,1,23282,.75724524
25864,F,unemployed,1,7789,.80345666
25865,M,unemployed,0,0,.2423811
25866,F,unemployed,0,0,0
25867,F,employed,1,5303,.49308786
25868,M,employed,1,25465,.80684733
25869,M,employed,1,8220,.63126045
25870,M,employed,1,10095,0
25871,M,unemployed,1,11558,.36370838
25872,F,retired,0,182,0
25873,M,employed,0,8045,0
25874,M,employed,1,37874,.62507993
25875,F,employed,1,11330,.64132988
25876,M,employed,1,92775,.043898724
25877,M,employed,1,31050,.10303656
25878,F,student,0,0,.81564361
25879,F,employed,1,6165,.65225005
25880,F,retired,1,5291,0
25881,M,employed,0,19248,.85504222
25882,M,unemployed,1,0,.52680916
25883,F,employed,1,5357,.030298032
25884,F,retired,1,5362,0
25885,M,employed,0,7157,.59275806
25886,F,employed,1,7329,.61414725
25887,M,employed,1,30916,.27205014
25888,M,employed,1,16918,0
25889,F,unemployed,1,13889,.63118613
25890,F,unemployed,0,19181,.99477196
25891,M,employed,0,210379,0
25892,F,employed,1,15889,.099487953
25893,M,student,0,6497,.93047184
25894,F,unemployed,1,10323,0
25895,M,student,0,51768,.84152448
25896,M,retired,1,10550,.2100269
25897,F,retired,1,12074,.26783758
25898,F,employed,0,12610,.10255881
25899,M,employed,1,5894,.92967546
25900,M,retired,1,985,.2435509
25901,F,employed,1,17597,0
25902,M,employed,1,13927,.15562446
25903,F,employed,1,7981,.30680871
25904,F,employed,1,22680,.50946569
25905,F,student,0,0,.044076055
25906,F,student,0,19559,.84158891
25907,M,employed,0,101654,.41328824
25908,M,employed,1,9594,.55331576
25909,M,employed,1,23184,.51568621
25910,M,unemployed,1,7672,.090959318
25911,M,unemployed,1,9086,.16110888
25912,F,student,0,0,.32669306
25913,M,employed,1,10880,.57984799
25914,F,student,0,22620,.77412444
25915,F,student,0,10127,.8176986
25916,F,student,0,23449,.56887001
25917,M,employed,0,10877,0
25918,M,employed,1,256184,.64557886
25919,F,student,0,4891,.59612781
25920,M,employed,1,8027,.61877847
25921,M,retired,0,844,.15339778
25922,F,employed,1,16446,.30212888
25923,M,employed,1,13100,0
25924,F,employed,0,14320,.6106469
25925,M,employed,1,13809,.50270534
25926,M,employed,1,6812,.44778073
25927,M,student,0,0,.75735641
25928,M,student,0,120401,.85073847
25929,M,employed,1,11923,.83398163
25930,M,employed,0,17671,.39298055
25931,F,employed,1,11180,.81162274
25932,F,student,0,0,.99658471
25933,M,student,1,32801,.592363
25934,F,employed,1,4920,.67055595
25935,F,employed,1,13841,.93243718
25936,M,employed,0,6423,.54005486
25937,F,retired,1,6389,0
25938,F,employed,1,4889,0
25939,M,employed,1,333311,.75158381
25940,M,employed,1,13218,.028084172
25941,M,student,0,0,0
25942,F,employed,0,21369,.65281278
25943,F,employed,0,9714,.56431878
25944,M,employed,1,93259,.2878125
25945,F,retired,1,1000000,.23436017
25946,F,employed,1,4316,.98047173
25947,M,retired,0,8901,.30410507
25948,F,student,0,0,.95564651
25949,M,employed,1,5776,.3346248
25950,F,employed,1,20041,.062057991
25951,M,employed,0,7099,0
25952,M,employed,1,11614,.086095989
25953,F,retired,0,11305,.2832835
25954,M,employed,0,14215,.64918327
25955,F,employed,1,4583,.29925352
25956,F,student,1,0,.99235636
25957,F,unemployed,1,0,0
25958,F,student,0,16721,.96942604
25959,F,employed,1,40875,.030742871
25960,M,student,0,0,.52594423
25961,F,employed,1,7935,.68634689
25962,F,employed,0,12744,.089848757
25963,M,employed,1,13637,.3245132
25964,F,employed,1,4786,.66330558
25965,F,retired,1,9653,.21930785
25966,M,employed,1,20048,.047416124
25967,F,employed,1,15258,.80548912
25968,M,student,0,0,.94357657
25969,M,student,0,0,.84505123
25970,F,student,0,6485,.27737111
25971,M,student,0,0,.96612644
25972,F,student,0,0,.77920312
25973,F,employed,1,10247,.5500164
25974,M,retired,1,3666,.21118347
25975,M,employed,1,19151,0
25976,F,employed,1,11357,.081667513
25977,F,employed,0,20855,.14694187
25978,F,unemployed,1,0,.56300092
25979,F,employed,1,11361,0
25980,M,retired,1,19527,.24046186
25981,F,student,0,0,.8414219
25982,F,unemployed,0,6919,.28712362
25983,M,employed,0,34091,.51851147
25984,M,unemployed,1,18641,.70510232
25985,M,employed,1,15329,.97389734
25986,M,employed,1,987394,.73257148
25987,F,student,0,0,.93252861
25988,M,employed,1,7145,.53926438
25989,M,employed,1,5072,.93876284
25990,F,unemployed,0,0,.23528197
25991,F,unemployed,1,0,.50925785
25992,M,employed,0,18037,.60029322
25993,F,employed,1,63294,.73412567
25994,M,retired,1,9424,0
25995,F,employed,1,250251,.12260347
25996,F,student,0,4810,.64825749
25997,F,retired,0,2972,.17311743
25998,M,employed,0,8853,.88489425
25999,M,unemployed,0,97109,.5610376
26000,F,employed,1,13210,.085351475
26001,M,employed,1,6487,.72348124
26002,M,unemployed,1,21665,0
26003,F,student,0,0,.27288824
26004,F,unemployed,1,0,.66605604
26005,F,retired,0,196122,.2877937
26006,F,employed,1,12151,0
26007,M,employed,1,19285,.74268985
26008,M,student,0,19681,.88340878
26009,F,employed,1,18008,.32088178
26010,F,retired,0,6672,0
26011,M,employed,0,21726,.84373355
26012,F,retired,0,3535,.23929968
26013,F,employed,1,5092,.87862784
26014,M,unemployed,0,26056,.14337981
26015,M,employed,0,7532,0
26016,F,employed,1,19516,.7174328
26017,M,unemployed,1,9868,.67425895
26018,M,employed,1,5630,.23228985
26019,F,employed,1,8311,.31515425
26020,F,retired,1,6454,.076113217
26021,M,employed,0,9164,.62894726
26022,F,retired,0,2906,0
26023,F,employed,1,33068,0
26024,M,student,0,0,.29586861
26025,M,employed,1,6836,.044939499
26026,M,unemployed,0,0,0
26027,M,student,0,6800,0
26028,M,employed,1,8456,.97692192
26029,M,employed,1,36668,.52713883
26030,F,unemployed,0,8749,.055864397
26031,F,employed,1,12861,0
26032,M,employed,0,29910,.13176505
26033,M,employed,1,17620,.78009909
26034,F,employed,0,13953,.2409406
26035,M,employed,1,18434,.54989636
26036,F,employed,0,5205,.31030506
26037,M,unemployed,0,13128,.87364906
26038,M,unemployed,0,8481,0
26039,M,employed,1,15431,.62993854
26040,F,employed,1,13065,.8136012
26041,M,employed,1,7927,.85353982
26042,M,unemployed,1,8943,0
26043,M,employed,1,13599,.6664983
26044,F,unemployed,1,5107,.18809289
26045,F,retired,1,8551,0
26046,M,employed,0,17928,0
26047,F,employed,1,12873,0
26048,M,employed,1,7805,.8388567
26049,F,employed,1,7188,0
26050,M,employed,0,11318,.46439275
26051,M,employed,1,5915,.60102743
26052,F,retired,1,18343,.31366581
26053,M,employed,1,9506,.88157278
26054,M,retired,1,17373,.22325961
26055,F,unemployed,0,19151,0
26056,F,employed,1,32575,0
26057,F,student,0,19483,.17366329
26058,M,employed,1,27016,.85140401
26059,M,employed,1,6573,.81222868
26060,F,unemployed,0,12582,.32997915
26061,F,employed,1,12749,.0052223094
26062,F,employed,1,199849,0
26063,F,employed,0,53243,.63079429
26064,M,employed,1,9919,.46333954
26065,M,employed,1,21036,.48456573
26066,M,employed,1,23351,.44019952
26067,F,student,0,0,.77491337
26068,M,employed,0,33078,.42026952
26069,M,employed,1,5618,.85159963
26070,M,employed,1,168555,.65980846
26071,M,employed,0,27296,0
26072,M,employed,1,43710,0
26073,F,unemployed,1,14240,.55734158
26074,M,employed,1,118128,.0090837395
26075,F,retired,0,9032,.24961717
26076,M,student,0,0,.081481621
26077,M,employed,0,29561,.52295762
26078,F,retired,1,230,0
26079,M,employed,0,28463,0
26080,M,retired,0,4478,.37694588
26081,F,employed,1,5309,0
26082,M,employed,1,106105,.53064269
26083,F,student,0,0,.64161992
26084,M,student,0,39582,.79367948
26085,M,employed,1,18732,.60423118
26086,M,unemployed,1,8235,.77202493
26087,F,employed,0,6028,.50553393
26088,M,employed,0,63903,0
26089,M,unemployed,1,0,.56858885
26090,M,unemployed,1,0,.17772539
26091,F,employed,1,30770,0
26092,M,employed,1,10891,0
26093,M,student,0,0,.81046331
26094,F,employed,1,28755,.061242927
26095,M,employed,1,31197,0
26096,M,employed,1,8707,.6348471
26097,F,employed,1,89473,.93274438
26098,F,employed,0,36417,0
26099,F,student,0,8098,.097416453
26100,F,employed,1,5791,.80646837
26101,M,student,0,0,.55424929
26102,F,employed,1,6786,.83271456
26103,F,employed,1,10002,.61518073
26104,F,employed,1,46845,.68497491
26105,F,unemployed,1,0,0
26106,M,student,0,7997,.50538713
26107,M,employed,1,6768,.8531273
26108,F,student,0,0,.23871671
26109,M,employed,1,141701,.008086781
26110,M,employed,1,6897,.55791777
26111,M,student,0,7070,.90839541
26112,M,student,0,0,0
26113,M,retired,1,18239,.35296744
26114,M,employed,1,20631,.59488845
26115,F,student,0,0,.24973486
26116,M,student,0,3926,.8647579
26117,F,unemployed,1,39960,.65096337
26118,M,employed,0,10708,.66115409
26119,M,student,0,15709,.95765746
26120,M,employed,0,13166,.41477081
26121,F,employed,1,7636,.1607718
26122,F,employed,0,80257,.87864506
26123,M,employed,1,7737,.93913901
26124,M,retired,0,7380,0
26125,F,student,0,0,.94888604
26126,F,employed,1,14624,.14888154
26127,F,unemployed,1,0,0
26128,M,unemployed,1,5269,.79882234
26129,M,employed,1,19394,.61511946
26130,M,employed,1,6235,.425556
26131,F,unemployed,0,0,.58791864
26132,M,employed,1,9794,.63607419
26133,F,student,0,14724,.881791
26134,M,employed,1,57236,.65841448
26135,F,employed,0,50875,.70451385
26136,M,employed,1,8185,.61678547
26137,F,employed,1,13692,.61857766
26138,F,employed,1,22181,.34991607
26139,M,employed,0,25689,.51239604
26140,F,employed,1,13562,.5718196
26141,M,retired,1,4627,.21448584
26142,M,employed,0,8725,0
26143,M,employed,1,33634,0
26144,M,employed,1,12121,.65269667
26145,M,unemployed,0,0,.6467151
26146,M,employed,1,18156,0
26147,M,employed,1,6525,.54119581
26148,F,employed,1,5380,.6967113
26149,F,employed,1,18225,.097759359
26150,M,retired,0,4815,0
26151,F,unemployed,1,6717,.26371998
26152,M,employed,1,42990,.53126639
26153,M,retired,1,10738,0
26154,M,employed,0,17347,.85826266
26155,F,employed,1,6059,.45846832
26156,M,student,0,0,.95499873
26157,M,employed,1,7640,.60403168
26158,M,employed,1,12338,.56331718
26159,M,unemployed,1,17425,0
26160,F,student,0,0,.5775423
26161,M,retired,0,12706,.24929568
26162,M,employed,1,5418,.11305296
26163,M,employed,1,14818,0
26164,M,unemployed,1,10229,.20604321
26165,M,employed,0,9516,.7682997
26166,M,employed,1,12945,0
26167,M,employed,1,37533,0
26168,F,retired,1,11169,.29076904
26169,M,student,0,4127,.96002895
26170,M,employed,1,10936,.64435226
26171,F,employed,1,4957,.71706241
26172,M,employed,1,11363,.034193788
26173,F,employed,1,123393,.55233413
26174,M,employed,0,8705,.15717816
26175,F,unemployed,0,22677,.80533558
26176,F,employed,1,135317,.58402365
26177,M,employed,0,8504,.67092377
26178,F,student,0,14200,.59359157
26179,F,employed,1,6160,.59809589
26180,M,student,1,8278,.83537412
26181,F,unemployed,0,11947,.31907988
26182,F,student,1,18347,.66941082
26183,M,employed,0,14041,.62618995
26184,F,unemployed,1,6294,0
26185,M,employed,1,20912,0
26186,F,employed,1,5264,.3104839
26187,M,retired,0,4369,.35211053
26188,M,employed,1,11010,0
26189,M,employed,1,13811,.87448186
26190,F,employed,1,13444,.39308286
26191,F,retired,1,4680,.10365134
26192,F,employed,0,81238,.019233495
26193,F,student,0,24110,.72900945
26194,M,student,0,0,.68051726
26195,M,employed,1,8836,.93848324
26196,F,unemployed,1,19963,.33218285
26197,M,unemployed,1,22002,0
26198,M,student,0,0,.60486001
26199,M,employed,0,7561,.62426066
26200,F,retired,0,6235,.21264048
26201,M,employed,1,26702,.70521235
26202,F,student,0,0,.36750275
26203,M,employed,1,44887,.92603332
26204,F,employed,1,20984,.51355863
26205,M,student,0,0,.17579982
26206,F,employed,1,36942,.51010251
26207,M,employed,1,13800,.65239561
26208,M,employed,1,6596,.22680493
26209,M,unemployed,0,0,.54351711
26210,F,retired,1,39028,.080265023
26211,M,employed,1,8060,.62058342
26212,M,employed,0,34395,.38577187
26213,M,employed,1,25706,.51645488
26214,M,student,0,0,.75285196
26215,F,unemployed,1,9382,.73454255
26216,F,employed,0,7100,0
26217,F,employed,1,20113,.53771096
26218,F,employed,0,14457,.57375431
26219,M,employed,1,4973,.79355329
26220,M,employed,1,12637,0
26221,M,unemployed,1,0,.81215972
26222,M,retired,0,33543,.027398234
26223,M,employed,1,17705,.41147968
26224,M,employed,1,23775,0
26225,F,employed,0,7886,0
26226,F,employed,1,10294,0
26227,M,employed,1,14274,0
26228,F,unemployed,1,0,.29818711
26229,M,employed,0,17039,.25829598
26230,M,employed,0,25715,0
26231,F,unemployed,0,0,.74320078
26232,M,employed,1,6834,.61673921
26233,M,employed,1,8822,0
26234,M,employed,0,48297,.035697162
26235,F,student,0,5065,.99697542
26236,F,employed,1,9163,.062516548
26237,M,employed,0,10185,.72466397
26238,M,employed,1,26533,.71744776
26239,M,retired,0,13100,.11986749
26240,F,unemployed,1,8188,.58511657
26241,F,unemployed,1,8742,0
26242,M,employed,0,245081,0
26243,M,employed,1,13955,.50267017
26244,F,unemployed,1,18509,.82170403
26245,M,retired,1,5868,.30919385
26246,M,employed,1,294342,.44112509
26247,F,employed,1,141838,.95174736
26248,M,student,0,0,.86930597
26249,F,unemployed,1,0,.80590618
26250,M,employed,1,9918,.11814605
26251,F,retired,1,10413,.040007539
26252,M,unemployed,1,9316,.58022916
26253,F,retired,0,3778,0
26254,F,employed,0,10409,.62133479
26255,F,unemployed,1,0,.54570311
26256,F,employed,1,14423,.57924479
26257,M,employed,0,5777,.29600286
26258,F,employed,1,5967,.5772084
26259,M,unemployed,1,15556,.51357204
26260,M,employed,1,8851,.55081809
26261,F,employed,1,6048,.5776456
26262,M,student,0,43341,.8499158
26263,F,unemployed,1,14018,.7608707
26264,F,student,0,0,.84008712
26265,M,employed,1,9956,0
26266,F,employed,1,10171,.039619058
26267,F,employed,0,37174,.60357898
26268,M,student,1,7160,.90647167
26269,M,employed,1,33713,.87991852
26270,M,employed,1,11360,.87231183
26271,F,unemployed,1,0,.5019809
26272,M,unemployed,0,0,.84285337
26273,F,student,0,0,.94330072
26274,M,employed,1,11428,.55354887
26275,M,student,0,0,.84926063
26276,F,unemployed,1,0,.57012069
26277,F,employed,0,17478,.02748519
26278,F,retired,1,4999,.17320293
26279,M,employed,0,9012,.063136823
26280,F,employed,1,6916,0
26281,M,student,0,0,0
26282,M,employed,1,10796,.53812504
26283,M,employed,1,15206,.16589403
26284,F,employed,1,9928,.40693182
26285,F,employed,1,86649,0
26286,F,student,0,0,.654652
26287,F,student,0,0,.27689734
26288,M,student,0,0,.51566261
26289,M,student,1,0,.12799561
26290,F,unemployed,1,11161,0
26291,M,student,0,8552,.43415707
