id,sex,employment,married,income,signal1
107446,F,employed,1,91614,.27795458
107447,F,retired,0,2886,.019174319
107448,F,retired,0,3260,0
107449,F,employed,1,12403,.67237717
107450,F,student,0,4130,.52967274
107451,M,employed,0,12725,0
107452,M,student,0,0,.87465507
107453,M,employed,1,12138,.50609505
107454,M,employed,1,9438,.46362299
107455,F,employed,1,18738,.27971309
107456,F,employed,1,18825,0
107457,M,student,0,12594,0
107458,F,employed,1,18499,.22838961
107459,M,employed,1,16111,.90237105
107460,M,employed,1,7362,.13510849
107461,F,employed,1,6305,0
107462,M,retired,0,39538,0
107463,M,employed,0,12885,.53503448
107464,F,student,0,0,.79292065
107465,F,student,0,13337,.89340234
107466,F,employed,1,45342,.68084586
107467,F,employed,1,6540,0
107468,M,employed,1,12494,.77172148
107469,F,student,0,25975,.94197726
107470,M,retired,1,7992,.26858169
107471,M,student,0,5716,.35435879
107472,M,employed,1,39088,.89954209
107473,F,unemployed,0,0,.14306302
107474,F,employed,1,15542,.91910642
107475,F,student,0,0,.88914055
107476,M,employed,0,5762,.58783686
107477,M,employed,1,23124,0
107478,M,employed,1,6711,.96851903
107479,F,student,0,0,.79458058
107480,M,unemployed,1,0,.95237166
107481,M,employed,1,14709,.68618643
107482,M,retired,1,17336,.044410575
107483,M,retired,1,1844,.29339188
107484,F,employed,0,16062,.5732761
107485,F,employed,0,42538,.59881216
107486,M,student,0,0,.89281821
107487,F,employed,0,12678,.1044722
107488,M,unemployed,1,9897,.97735918
107489,F,student,1,0,.95313698
107490,M,employed,1,17976,0
107491,M,employed,1,27971,.50340933
107492,F,employed,1,38964,.76152456
107493,M,retired,1,9564,.22553384
107494,M,employed,1,43347,.11912511
107495,F,employed,1,4294,.6134693
107496,F,retired,1,3611,.22063009
107497,M,employed,1,32995,0
107498,F,retired,1,2271,.27266616
107499,M,employed,1,19764,.81251419
107500,M,employed,1,18811,.87861967
107501,F,unemployed,1,0,.87038416
107502,F,employed,0,12140,0
107503,F,unemployed,1,0,.52580154
107504,M,unemployed,1,0,0
107505,M,unemployed,0,0,.19082457
107506,F,employed,1,10122,.45816574
107507,M,employed,1,10048,.65290374
107508,M,employed,1,12450,.56611508
107509,M,employed,0,10012,.50863427
107510,M,employed,1,15336,.76926607
107511,M,employed,1,7365,0
107512,M,employed,1,26959,.69737047
107513,M,employed,0,26977,.69060993
107514,F,retired,1,4611,.2387543
107515,F,unemployed,1,15973,.73207247
107516,F,employed,1,16545,.3111257
107517,F,employed,1,9070,.86602831
107518,F,retired,0,2100,0
107519,M,unemployed,1,0,.50384027
107520,F,employed,0,6669,.63708293
107521,F,student,0,9924,.82172912
107522,M,student,0,0,.91832751
107523,M,student,0,0,.045886625
107524,M,student,0,0,.98124659
107525,M,employed,1,5309,0
107526,F,retired,0,465517,0
107527,M,employed,0,16672,.50174797
107528,M,unemployed,0,8673,.77554494
107529,F,employed,1,4906,.90311879
107530,M,employed,0,22147,.58620054
107531,M,employed,1,11827,.7860539
107532,F,student,0,0,.11270784
107533,M,student,0,26897,.95842564
107534,F,employed,1,7252,.51915127
107535,M,employed,1,16783,.5427959
107536,M,employed,1,11696,.78857148
107537,M,employed,0,8782,.34407565
107538,M,student,0,17081,.26857033
107539,F,employed,1,12374,.62073475
107540,M,employed,1,10033,0
107541,M,unemployed,1,0,.56347924
107542,M,employed,1,50900,.34964737
107543,M,student,0,4195,.86294651
107544,M,retired,1,40743,.31889611
107545,M,retired,0,6930,0
107546,F,employed,0,5935,0
107547,F,employed,1,5424,.29562125
107548,F,retired,0,6619,0
107549,F,employed,1,18632,.56854981
107550,F,retired,1,3078,0
107551,F,student,0,0,.87023026
107552,M,employed,1,101713,.80887341
107553,M,retired,0,5417,.17095634
107554,F,retired,1,5574,0
107555,M,employed,0,45268,.81027418
107556,M,employed,1,18312,.35556242
107557,F,unemployed,1,8623,0
107558,F,employed,1,8514,.56323653
107559,M,employed,1,8052,.62626112
107560,F,employed,0,17467,.23668154
107561,M,employed,0,280356,.67519039
107562,M,student,0,6089,.28686431
107563,M,employed,1,18382,.5921666
107564,M,employed,1,6436,.18688467
107565,M,unemployed,1,0,.72620958
107566,M,student,1,0,.87444061
107567,M,employed,1,21226,.86973494
107568,M,unemployed,0,15244,.41892689
107569,M,employed,0,11927,.46924525
107570,F,student,0,0,.88434428
107571,M,employed,1,11016,.50669503
107572,M,employed,1,18786,.51472902
107573,F,employed,0,36219,.86387384
107574,M,employed,1,7792,.28409386
107575,M,employed,1,15336,0
107576,F,employed,0,6106,.60183144
107577,M,student,0,0,.87495887
107578,M,employed,1,7032,.53711551
107579,F,retired,1,30446,0
107580,M,unemployed,1,0,.69025153
107581,F,employed,1,4176,.54912341
107582,M,employed,1,11526,0
107583,F,student,0,0,.091042183
107584,M,student,1,0,.96074837
107585,M,student,0,0,0
107586,M,employed,1,12583,.45139414
107587,M,employed,0,58103,.89883637
107588,M,employed,0,57852,.81613737
107589,F,employed,1,30084,0
107590,M,student,1,7113,.86211598
107591,M,employed,1,29789,.66936612
107592,F,unemployed,1,37258,.43740007
107593,M,employed,1,9556,.27551913
107594,M,unemployed,0,11482,.81562084
107595,M,employed,1,15603,.40494758
107596,F,student,0,0,.14271048
107597,F,retired,1,144630,.29990837
107598,M,employed,1,7685,.72255355
107599,F,retired,0,6531,.36075073
107600,M,employed,1,21624,.43541995
107601,M,student,0,0,.9987216
107602,F,employed,1,8625,.29969782
107603,F,unemployed,1,6296,.53625113
107604,F,unemployed,0,8513,0
107605,F,employed,1,7676,.54488897
107606,M,student,1,0,.022197289
107607,M,employed,1,10546,0
107608,M,retired,1,12877,.35013366
107609,M,employed,1,24772,.65474063
107610,F,employed,1,32597,.61529106
107611,F,employed,1,11308,.99495202
107612,M,employed,0,9776,.25008512
107613,F,employed,1,11793,.48763338
107614,M,employed,1,22136,.81900018
107615,M,student,1,0,.83686948
107616,F,employed,1,5779,0
107617,M,unemployed,1,0,0
107618,M,employed,0,53023,.42680782
107619,M,employed,1,7628,.50170851
107620,M,employed,1,21818,.75111628
107621,F,unemployed,1,0,.64048779
107622,M,employed,1,11886,.73215044
107623,M,retired,0,27483,.2491264
107624,M,unemployed,1,13918,.78594244
107625,M,employed,1,8012,.071333468
107626,F,employed,1,8036,0
107627,M,student,0,2841,.93755299
107628,M,employed,1,11129,.32195014
107629,M,employed,1,10881,0
107630,M,employed,1,7680,.43172356
107631,M,student,0,0,.95912403
107632,M,employed,0,19390,.56235445
107633,F,unemployed,0,0,.57346654
107634,M,unemployed,0,15125,.89477491
107635,F,unemployed,1,32845,.46932334
107636,M,employed,1,9731,.59766233
107637,M,employed,0,7919,.25066975
107638,F,employed,1,9714,.78438503
107639,F,employed,1,4527,.86689782
107640,F,employed,1,4382,.72567624
107641,F,employed,1,4792,.059757244
107642,F,retired,1,3418,.015587953
107643,F,employed,1,9240,.52531832
107644,F,unemployed,1,13929,0
107645,M,employed,0,12852,.0064975722
107646,F,employed,1,22148,.76132649
107647,F,unemployed,0,0,0
107648,M,unemployed,1,0,.33671835
107649,M,employed,1,10388,.015914718
107650,F,employed,1,5707,.65745658
107651,F,unemployed,1,0,0
107652,F,unemployed,1,0,.81696206
107653,M,retired,1,13103,0
107654,M,employed,1,5151,.55668831
107655,M,employed,0,31824,.86225539
107656,F,student,0,0,.73021913
107657,M,employed,1,7305,.3091957
107658,M,employed,1,79447,.41888544
107659,M,retired,1,7709,.20147853
107660,M,employed,0,7487,0
107661,M,retired,1,9257,.25654227
107662,M,employed,1,12790,.99015874
107663,F,student,0,0,0
107664,F,employed,1,16311,0
107665,M,employed,0,17362,.71215385
107666,F,retired,1,3182,0
107667,F,employed,1,12177,.7991029
107668,F,student,0,0,.77341253
107669,F,employed,1,29750,.74139202
107670,F,employed,1,9976,.51595378
107671,F,employed,1,6741,.09138485
107672,M,employed,1,11583,.36486825
107673,M,unemployed,0,0,.72405142
107674,F,unemployed,0,9778,0
107675,M,student,0,1678,0
107676,M,unemployed,1,0,0
107677,F,employed,1,9021,0
107678,M,employed,0,11234,.67164546
107679,M,employed,0,12543,.51325798
107680,F,student,0,5384,.8430382
107681,F,retired,1,4936,.19094518
107682,M,employed,0,5361,.77405131
107683,M,employed,0,12911,0
107684,M,employed,1,12570,.68335104
107685,M,employed,1,26117,.067528889
107686,M,employed,0,8527,.38428891
107687,M,employed,1,9630,.030966677
107688,M,retired,1,14785,.018614739
107689,M,employed,0,9873,.17202127
107690,F,unemployed,1,6103,.034734007
107691,F,retired,1,3889,0
107692,F,retired,1,17415,0
107693,M,employed,1,10220,.31633902
107694,M,employed,1,50595,0
107695,F,retired,0,11953,.36894268
107696,M,employed,1,22572,.6610828
107697,M,unemployed,1,6441,.67145008
107698,F,retired,1,5409,0
107699,M,student,0,10697,0
107700,F,employed,1,4943,.27246413
107701,M,employed,1,26695,0
107702,F,retired,0,5765,0
107703,F,unemployed,1,7237,.61689526
107704,M,employed,1,8016,.74095744
107705,M,employed,0,12410,.77972984
107706,M,employed,0,10882,.036213767
107707,F,student,0,0,.010203588
107708,M,retired,0,9591,.23388653
107709,M,employed,1,8277,0
107710,F,employed,0,7603,.018623138
107711,F,unemployed,0,14623,.53103334
107712,F,retired,1,6053,.37271124
107713,M,student,0,8952,.90059
107714,M,unemployed,1,0,.65799373
107715,M,employed,1,5306,0
107716,M,employed,1,16573,.066084258
107717,M,employed,0,24600,.59511137
107718,F,employed,0,14057,0
107719,M,employed,1,30796,.15582986
107720,M,student,0,48546,.59701312
107721,F,employed,1,18877,0
107722,F,student,0,0,.71859711
107723,M,employed,1,7151,0
107724,F,employed,1,8252,.90982652
107725,F,unemployed,1,7142,.1190734
107726,F,employed,1,6405,.55039877
107727,F,unemployed,1,0,0
107728,F,employed,1,135235,.33090979
107729,M,employed,1,6334,.29163805
107730,F,employed,1,6331,.46408379
107731,M,employed,0,11895,.2223077
107732,M,employed,1,39203,.83656508
107733,F,employed,0,9977,.58636904
107734,M,student,0,8964,0
107735,F,employed,1,23666,.95968473
107736,M,employed,0,7448,.60425586
107737,M,employed,0,53121,.68267667
107738,F,employed,1,208238,.62471682
107739,F,employed,1,20365,.39909735
107740,F,employed,0,7958,.52220732
107741,M,employed,1,5494,.43621182
107742,M,employed,0,18544,.75570649
107743,M,employed,1,68536,.14687608
107744,M,employed,1,6823,.015860321
107745,F,employed,1,14896,.010936258
107746,F,employed,1,7729,.038864061
107747,F,employed,0,8986,.60031831
107748,M,employed,0,573378,.52921152
107749,F,unemployed,1,18170,.58789486
107750,M,employed,1,7167,.25998324
107751,M,employed,0,11863,.084768571
107752,M,employed,0,67661,.80571973
107753,M,unemployed,0,5851,.51869488
107754,F,student,0,0,.26367122
107755,F,retired,1,4321,0
107756,M,employed,1,10162,.4003273
107757,M,employed,1,5364,.68822151
107758,M,unemployed,1,0,.1034192
107759,F,employed,1,56502,.053807393
107760,M,employed,1,5657,.32081571
107761,F,employed,1,26522,0
107762,F,unemployed,1,0,0
107763,M,employed,1,5751,.066046521
107764,M,employed,1,5616,.72301686
107765,M,employed,1,9825,.42953572
107766,M,employed,0,6359,0
107767,M,student,0,18237,.97578406
107768,F,student,0,0,.81385517
107769,M,employed,1,55915,0
107770,M,employed,1,142105,.91296244
107771,M,employed,1,18301,.5403713
107772,F,employed,1,13539,0
107773,M,retired,1,7796,.38431603
107774,M,employed,0,20962,.78396904
107775,M,employed,1,20260,.78258532
107776,M,employed,1,16931,.35830441
107777,M,employed,1,14152,.050291397
107778,M,employed,1,27284,.047783289
107779,F,student,0,29854,.80976903
107780,M,employed,1,8784,.60452968
107781,M,employed,1,5103,.55568957
107782,M,employed,1,14110,0
107783,F,employed,1,11130,0
107784,M,employed,0,7714,.29077584
107785,F,student,0,0,.82893246
107786,M,retired,1,4450,.21913628
107787,M,employed,1,7457,.76902461
107788,F,employed,1,29854,.70717096
107789,M,unemployed,1,14213,.56387639
107790,M,employed,1,7094,.50425154
107791,M,employed,1,5333,0
107792,F,retired,1,4432,0
107793,F,employed,1,13121,.11830977
107794,F,employed,1,7877,.047504209
107795,F,retired,0,197,.2428706
107796,M,unemployed,0,0,.19684425
107797,M,employed,1,57629,0
107798,M,unemployed,1,0,0
107799,M,student,0,0,.96623933
107800,M,employed,1,22694,.0414171
107801,F,unemployed,1,0,.18038023
107802,M,student,0,0,.0022658929
107803,F,employed,1,7785,.74511015
107804,M,employed,1,90615,.7919696
107805,F,unemployed,1,0,0
107806,F,unemployed,1,64720,.89044273
107807,M,employed,0,33363,0
107808,F,employed,1,14747,.50147587
107809,M,student,0,0,.20794761
107810,F,retired,1,2430,0
107811,F,retired,0,23599,0
107812,F,employed,0,15362,.70161176
107813,F,employed,0,7539,.56742674
107814,F,employed,0,7892,.6564222
107815,F,employed,1,8383,.09459272
107816,M,employed,0,8485,0
107817,M,student,0,48199,.66640121
107818,M,employed,1,17101,.86511874
107819,F,employed,1,7631,0
107820,M,employed,1,7621,.38568503
107821,F,retired,1,3356,0
107822,M,employed,1,8726,.60330558
107823,F,unemployed,1,8281,0
107824,M,student,0,0,.78971088
107825,F,retired,1,4160,.012252738
107826,M,employed,0,11704,.21846506
107827,M,employed,0,9368,.60840309
107828,M,student,0,77885,.061863318
107829,F,employed,1,15067,.50469655
107830,F,employed,1,6120,.27904508
107831,M,employed,1,9036,.50567687
107832,M,employed,1,12192,.5107792
107833,M,employed,1,40803,.81772768
107834,M,student,0,0,.31234643
107835,M,unemployed,1,0,.8865698
107836,M,retired,1,10606,.025897006
107837,M,employed,1,21762,.74669635
107838,F,student,0,6583,.61397493
107839,F,retired,0,8225,.29863185
107840,M,unemployed,1,0,.84499723
107841,M,unemployed,1,34458,.57444161
107842,M,employed,1,44436,.18255199
107843,F,unemployed,1,19740,0
107844,F,employed,1,84912,.017052762
107845,F,unemployed,1,17339,.7667827
107846,M,employed,1,27007,.39293605
107847,F,unemployed,1,0,.75415081
107848,F,unemployed,1,8238,.8415522
107849,M,employed,0,6877,.71526605
107850,M,employed,1,6591,0
107851,M,unemployed,1,91273,.9996683
107852,F,employed,1,8176,.46521044
107853,F,unemployed,1,0,.838952
107854,M,employed,1,5910,.81815386
107855,M,employed,1,8370,0
107856,F,unemployed,1,0,.58898258
107857,M,retired,0,7831,.26780644
107858,F,student,0,86980,.29133764
107859,M,employed,1,11028,.50061637
107860,M,employed,1,26511,0
107861,M,student,0,5053,.78345048
107862,M,employed,1,13514,.34701112
107863,M,employed,1,8226,.66236925
107864,F,student,0,0,0
107865,M,student,0,0,.89303428
107866,F,employed,0,5346,.2444526
107867,M,employed,1,6002,.23058727
107868,M,student,0,0,0
107869,M,employed,1,5204,0
107870,M,unemployed,0,0,.77389276
107871,F,employed,1,13615,0
107872,M,student,0,0,.83156735
107873,F,employed,1,58833,.40128243
107874,F,employed,0,20439,.36873457
107875,F,employed,0,23069,.75859082
107876,M,student,0,0,.051893663
107877,M,employed,1,17946,.24856719
107878,F,employed,1,21824,.51612967
107879,M,student,0,0,.82825321
107880,F,employed,1,21684,.55469739
107881,M,student,0,0,.22494271
107882,F,employed,0,8284,.70197237
107883,F,retired,1,3586,.18091294
107884,M,employed,1,8467,.093832806
107885,F,employed,0,8563,.50583082
107886,M,student,0,0,.16887732
107887,M,student,0,6906,.84796751
107888,F,student,0,0,.37917104
107889,M,student,0,0,.81615317
107890,F,student,0,5784,.88421953
107891,F,employed,1,10544,.18534462
107892,F,employed,1,8662,.27108076
107893,F,employed,1,11909,0
107894,F,employed,0,19893,.52236831
107895,M,employed,0,116393,.29358262
107896,F,employed,0,12727,0
107897,M,unemployed,1,0,.51107448
107898,F,employed,1,8620,.34487566
107899,M,employed,0,8613,.72082734
107900,M,employed,0,25394,.31823009
107901,M,employed,1,9166,.67413509
107902,F,employed,1,4065,.53930861
107903,F,student,0,0,.9651053
107904,M,student,0,0,.56728208
107905,M,employed,1,11951,.73359972
107906,M,student,0,6164,.5327068
107907,M,student,0,0,.76088631
107908,M,retired,1,6503,.31819206
107909,M,employed,0,56802,0
107910,M,student,0,7196,.85040766
107911,F,retired,1,4909,0
107912,F,employed,1,23247,.53292108
107913,M,employed,1,18012,.63093185
107914,M,student,0,0,.97910506
107915,M,student,0,0,.78228807
107916,M,retired,1,5976,.013566015
107917,F,retired,1,11409,0
107918,F,retired,1,3032,0
107919,M,employed,1,9808,.72782683
107920,M,employed,0,17963,.99489284
107921,M,employed,0,9132,.048994273
107922,M,employed,1,15363,0
107923,M,retired,0,90433,.20600609
107924,F,student,0,0,0
107925,M,employed,1,8299,.71966374
107926,F,student,0,7428,.7979387
107927,F,student,0,0,.8145839
107928,M,employed,1,9162,.57784241
107929,M,employed,1,8238,.52437788
107930,F,student,0,0,.27774316
107931,M,employed,1,82537,.60861248
107932,M,employed,1,6827,.47986194
107933,M,employed,1,50261,.72775614
107934,M,employed,0,5605,.42005831
107935,M,student,0,0,.3417505
107936,F,employed,1,6075,.29486892
107937,M,employed,1,6385,0
107938,M,employed,1,9348,.63113523
107939,M,student,0,0,.75376904
107940,M,unemployed,1,15535,.69182837
107941,M,student,0,0,.27864614
107942,M,employed,0,8185,0
107943,M,employed,1,8620,.54324394
107944,M,employed,1,10883,.57634377
107945,M,employed,0,12227,.26518136
107946,F,retired,0,10945,.22049944
107947,M,employed,1,6911,.61945128
107948,M,retired,1,46970,.019556832
107949,M,employed,1,6355,.57913512
107950,M,employed,1,74867,.35138392
107951,M,employed,1,15458,.094038859
107952,M,student,0,0,.8972168
107953,M,student,0,0,.59066701
107954,M,employed,1,14818,.70363253
107955,F,employed,1,9958,.055220749
107956,M,employed,1,12438,.14865318
107957,M,employed,1,6948,.86103964
107958,M,employed,1,9677,.68642366
107959,M,unemployed,0,55003,.80127251
107960,M,employed,1,7379,.45885134
107961,F,unemployed,1,0,0
107962,F,retired,1,3370,.2625086
107963,F,unemployed,1,0,0
107964,F,student,0,0,.85780561
107965,F,employed,1,27964,.51882631
107966,M,employed,1,26046,.30944857
107967,M,student,0,0,.09896443
107968,M,unemployed,1,0,.5268473
107969,M,retired,1,4635,.20613527
107970,M,employed,1,105631,.18497744
107971,F,unemployed,0,7777,.30725738
107972,F,retired,1,60695,.32289085
107973,F,retired,1,10847,0
107974,F,employed,1,25438,.60538942
107975,M,employed,0,23987,.59184581
107976,M,employed,1,8870,0
107977,M,unemployed,0,0,.51929247
107978,F,employed,1,12044,.54628396
107979,M,employed,1,12950,.3039847
107980,F,employed,0,15756,.50631452
107981,F,student,0,0,.80609953
107982,F,student,1,0,.93311822
107983,M,employed,1,11713,.20937921
107984,F,employed,1,6581,.22677097
107985,F,employed,1,50278,.67115313
107986,M,unemployed,1,0,.58422571
107987,M,employed,1,27182,.21711633
107988,F,employed,1,7286,.10488222
107989,F,unemployed,0,0,0
107990,F,student,0,0,.74337631
107991,M,employed,1,792237,.22720298
107992,M,employed,1,8497,.72129792
107993,M,employed,1,21198,.47949421
107994,F,employed,0,18896,0
107995,M,employed,0,6144,.53145736
107996,F,retired,1,955,0
107997,M,employed,0,9524,.53899121
107998,F,unemployed,1,7834,.63022286
107999,M,employed,1,9036,.3465094
108000,M,unemployed,1,21498,.99468297
108001,M,employed,0,24805,.72461116
108002,M,student,0,19045,.4693962
108003,F,employed,1,4348,.57680726
108004,M,employed,0,23425,0
108005,F,retired,1,9427,.23969093
108006,M,employed,0,38308,.75585741
108007,F,employed,1,5411,.52793628
108008,M,student,0,0,.9956407
108009,M,employed,1,61846,.83296049
108010,M,unemployed,0,0,.83465445
108011,F,unemployed,1,12564,.5313822
108012,M,employed,1,24162,.90721262
108013,M,student,0,0,0
108014,F,student,0,0,.73298305
108015,M,employed,1,25277,.25728944
108016,M,retired,0,12429,.26646101
108017,M,employed,1,44650,.62182492
108018,M,unemployed,1,15304,.073315188
108019,M,retired,0,6006,.25117332
108020,M,employed,0,70355,0
108021,M,unemployed,1,0,.56513649
108022,M,unemployed,1,0,.98099113
108023,M,employed,1,6928,.18276463
108024,M,employed,1,5910,.84034854
108025,M,employed,1,28982,0
108026,M,employed,1,8875,0
108027,M,student,0,6343,.85600495
108028,M,retired,0,17911,.10296439
108029,M,employed,1,6698,.60955465
108030,M,employed,1,14423,.54942238
108031,F,unemployed,1,9088,.99152941
108032,M,employed,1,28714,.22187333
108033,M,employed,0,7375,.43832842
108034,F,retired,1,2353,.010485576
108035,M,retired,1,9037,.22989467
108036,M,unemployed,0,12607,.63203198
108037,M,student,0,3630,.84217149
108038,M,employed,1,81332,.83298177
108039,M,employed,1,7502,.79611212
108040,M,unemployed,1,16623,.52953023
108041,M,employed,1,9982,.66238236
108042,M,unemployed,1,0,.20964175
108043,M,employed,1,23363,.59749568
108044,F,employed,1,25470,.41012961
108045,M,employed,1,10871,.4880555
108046,F,employed,1,24966,0
108047,F,employed,0,6988,.14613065
108048,M,employed,1,14559,0
108049,M,employed,0,20058,.33253339
108050,M,employed,1,10666,.51256627
108051,F,retired,1,3117,0
108052,M,student,0,16903,.94715536
108053,F,employed,1,66649,.83133101
108054,M,retired,0,5603,.22883549
108055,F,student,1,0,.027988032
108056,F,employed,1,23536,.51402789
108057,M,retired,0,27796,0
108058,M,employed,1,8687,0
108059,F,employed,1,10209,.57054585
108060,F,unemployed,0,0,.54614806
108061,F,unemployed,1,23984,.13718686
108062,F,employed,1,7091,.56940538
108063,F,student,0,42105,.88417643
108064,M,employed,1,8227,.5016492
108065,M,employed,1,15926,.4067063
108066,M,student,0,5593,.94228077
108067,F,student,0,0,.83939511
108068,M,employed,1,15994,.28374702
108069,M,employed,0,8402,.58037126
108070,F,retired,0,3928,0
108071,F,employed,1,9488,.46911788
108072,F,employed,1,9340,.889588
108073,M,employed,1,34616,.40968958
108074,M,employed,1,7875,.28633043
108075,F,employed,1,5705,.62997615
108076,F,unemployed,1,0,0
108077,M,unemployed,0,38697,0
108078,F,employed,1,10572,.22396576
108079,F,employed,0,9969,.7876429
108080,M,employed,1,18006,.57967871
108081,M,unemployed,1,0,.28315303
108082,F,unemployed,1,7427,.21519555
108083,M,employed,1,19608,.15686919
108084,M,employed,0,7774,.60642874
108085,M,retired,0,23171,.20401025
108086,F,employed,1,31817,.13054232
108087,M,student,0,21002,.42412481
108088,F,student,0,18094,.755382
108089,F,employed,0,7439,.66596079
108090,F,unemployed,1,11729,0
108091,M,retired,0,41662,0
108092,F,employed,1,78888,.90442806
108093,M,employed,1,5820,.75101113
108094,M,employed,1,13481,.45047098
108095,F,student,1,0,.03911902
108096,M,employed,1,10197,.19331512
108097,F,student,0,15435,.53868324
108098,M,employed,1,6819,.25084049
108099,F,unemployed,1,0,.064831816
108100,F,unemployed,1,9928,.75152797
108101,M,employed,1,6714,.41850945
108102,F,employed,1,8991,.34086695
108103,M,student,0,4707,.98031551
108104,M,unemployed,1,0,.59623903
108105,M,employed,1,9892,.33890924
108106,M,employed,1,5604,.69722855
108107,M,employed,1,29037,.75581431
108108,F,student,0,0,.99001998
108109,M,employed,1,6255,.76155865
108110,F,retired,0,3754,0
108111,F,unemployed,1,0,.26841122
108112,F,student,0,23970,.19435932
108113,F,employed,0,21954,.63120711
108114,M,employed,0,10753,.56346875
108115,F,retired,1,545,0
108116,M,retired,0,8287,.22244081
108117,M,employed,1,14469,.50580525
108118,F,unemployed,1,0,0
108119,F,unemployed,1,6359,.81627125
108120,M,employed,1,13131,.27058965
108121,M,employed,1,137960,.34116536
108122,F,employed,1,6075,.78091896
108123,F,unemployed,1,0,.022104107
108124,F,employed,0,8123,.52230304
108125,F,employed,0,61108,.84442449
108126,F,unemployed,1,8295,.84103423
108127,F,employed,1,7155,0
108128,M,employed,1,7738,.88668537
108129,M,employed,1,11213,.86303538
108130,F,retired,1,4660,0
108131,M,employed,0,18543,.49072537
108132,M,student,0,0,.96017319
108133,M,retired,0,9744,0
108134,M,unemployed,0,0,.51297551
108135,M,employed,1,7119,.57454318
108136,F,employed,0,9955,.75471067
108137,M,employed,1,16218,.26315096
108138,M,employed,1,10745,.5798865
108139,F,employed,1,22157,.20785975
108140,F,student,0,0,0
108141,M,unemployed,1,4930,.34591305
108142,M,employed,1,9437,.53525686
108143,M,employed,1,8996,.69446963
108144,M,employed,0,10540,.23500647
108145,F,employed,0,9428,.26284051
108146,M,employed,0,8449,.71741539
108147,M,employed,1,20707,.54445875
108148,M,student,0,13589,.84792459
108149,M,unemployed,1,7573,0
108150,M,student,1,0,.96482694
108151,M,student,0,0,.87820792
108152,F,employed,1,115244,.789617
108153,M,employed,1,10554,.52445352
108154,M,employed,0,53259,.71007448
108155,F,retired,0,2782,.2507197
108156,F,student,0,0,.18023846
108157,M,student,1,0,.91283953
108158,F,employed,1,121068,0
108159,M,student,0,0,.85808885
108160,F,employed,1,15745,0
108161,M,student,0,0,.84620392
108162,F,student,0,4005,.731148
108163,M,employed,0,27344,.56423354
108164,M,employed,1,13909,.62073511
108165,F,employed,0,9569,.53969836
108166,M,student,0,8060,.16199248
108167,M,student,0,76663,.11172233
108168,F,employed,1,5899,.12324991
108169,F,employed,1,5069,.6793772
108170,M,employed,1,14840,.092347972
108171,F,employed,1,18723,.73157305
108172,M,employed,1,12939,.62105483
108173,F,unemployed,1,6556,.79587358
108174,M,student,0,4743,.46232107
108175,F,retired,0,3472,0
108176,M,employed,1,22529,.33337256
108177,F,retired,1,3393,0
108178,M,unemployed,1,0,.73712683
108179,M,employed,0,8070,0
108180,F,student,0,0,.98683614
108181,F,employed,1,16378,0
108182,F,employed,1,16910,.46649408
108183,F,student,0,0,.80699128
108184,M,employed,1,15634,.42465994
108185,M,employed,1,10292,.13813114
108186,M,employed,0,5383,0
108187,M,employed,1,11261,.70376122
108188,F,unemployed,1,0,0
108189,F,employed,1,6208,0
108190,M,unemployed,1,23217,.37351859
108191,M,employed,1,14384,.58952677
108192,M,employed,1,8885,.54061592
108193,F,employed,1,17120,.21841711
108194,F,unemployed,1,0,.53966117
108195,M,retired,1,7536,0
108196,M,student,0,13238,.79168981
108197,M,employed,1,29136,.54859734
108198,F,unemployed,1,0,0
108199,M,student,0,0,.9499855
108200,F,student,0,28274,.72625589
108201,M,employed,1,7566,.88121599
108202,M,employed,1,5642,.055024855
108203,M,retired,1,4305,.20151587
108204,M,employed,1,9263,.64780718
108205,M,retired,0,9034,0
108206,M,student,0,0,.96234298
108207,F,retired,0,6580,0
108208,M,employed,1,14062,.80331284
108209,F,employed,1,16985,.17172188
108210,M,employed,1,13973,.10003302
108211,F,student,0,0,.94523805
108212,M,student,0,0,.87174416
108213,M,employed,0,19898,.23443164
108214,M,employed,1,16490,0
108215,M,employed,1,22924,.063176572
108216,F,employed,1,7397,.83567047
108217,M,employed,0,23820,.76350933
108218,M,employed,0,13722,.25073552
108219,F,employed,1,21635,.87424201
108220,M,employed,1,26668,.44570377
108221,M,employed,1,22073,.67516619
108222,F,student,1,0,.22814849
108223,F,student,0,8751,.87515044
108224,F,unemployed,1,14599,.75834149
108225,M,employed,0,6527,.77300429
108226,F,employed,0,26196,.51657832
108227,M,employed,1,25091,0
108228,M,employed,1,11782,0
108229,F,employed,1,4989,.71814126
108230,F,retired,0,9826,0
108231,M,employed,1,16221,.60725927
108232,F,retired,1,13395,.11181859
108233,F,student,0,8774,.57431757
108234,M,employed,0,7793,.49273306
108235,M,unemployed,1,0,.28989282
108236,M,retired,0,4196,0
108237,F,employed,1,7508,.038070709
108238,M,student,0,30045,.42824233
108239,F,employed,1,12072,.62916654
108240,F,employed,0,7918,.14214805
108241,F,retired,1,4567,.26816002
108242,F,employed,1,5569,.32630771
108243,M,employed,0,17458,.77541023
108244,M,employed,1,23162,.56896758
108245,M,employed,0,6579,0
108246,M,student,0,0,.86963522
108247,M,retired,0,108178,.28032309
108248,M,employed,0,13792,.0066910191
108249,F,employed,0,6025,.65230924
108250,M,unemployed,1,20799,0
