sex,employment,married,income,signal1,signal2,signal3,default,PD1,PD2,PD3
M,unemployed,0,0,0.57115006,0.5923667,0.0,0,0.2321959,0.23496367,0.24368985
F,employed,0,19405,0.33740601,0.0,0.6797139,0,0.046244323,0.04171696,0.02997279
M,employed,1,19027,0.5819999,0.86742359,0.53460717,0,0.034230877,0.027159024,0.04202974
M,employed,1,11561,0.55274928,0.98914301,0.51837534,0,0.07090341,0.03911868,0.07425893
F,employed,1,6285,0.10865451,0.0,0.67539263,1,0.25236008,0.15739496,0.11847713
M,unemployed,0,0,0.0,0.73641938,0.77910399,0,0.25269312,0.20584817,0.18809521
M,employed,1,7419,0.041732602,0.0,0.5398773,1,0.22667557,0.13765465,0.12731706
F,unemployed,0,0,0.55528033,0.024490604,0.4056209,1,0.26534128,0.38688374,0.28494275
F,employed,1,17887,0.62339044,0.47130135,0.0038149948,0,0.03879286,0.050394896,0.05156737
F,employed,1,6876,0.073525384,0.79659867,0.55226493,0,0.22649135,0.10138389,0.13042845
M,employed,0,23366,0.14138819,0.0,0.0,0,0.035309058,0.026610697,0.028072082
F,student,0,0,0.90785646,0.99500334,0.97727329,0,0.14177878,0.09938323,0.119703546
F,employed,0,19529,0.76995003,0.0,0.89678603,0,0.029603533,0.039009083,0.023787176
M,unemployed,1,15528,0.0,0.0,0.0,0,0.040573284,0.039784648,0.038481627
M,employed,1,9145,0.0,0.094331421,0.71116138,0,0.10769473,0.18008855,0.07275406
M,student,1,0,0.86280113,0.13543856,0.75142413,0,0.13194421,0.26710388,0.17341317
M,employed,1,28224,0.98740762,0.57492721,0.0,0,0.016541839,0.017567376,0.025639687
M,unemployed,1,0,0.81743526,0.0,0.53250343,0,0.19383043,0.25323108,0.2272561
F,student,0,0,0.40907767,0.84719789,0.99660134,0,0.22008845,0.1296888,0.137329
F,employed,0,27645,0.0,0.35632643,0.16999006,0,0.04289206,0.04563169,0.04835843
F,unemployed,1,0,0.59818262,0.38029635,0.77108985,1,0.2207647,0.28517997,0.21017152
M,retired,1,6517,0.0,0.0,0.0,0,0.10306,0.10643203,0.11339937
F,employed,0,9458,0.57524306,0.23098601,0.0,0,0.08974218,0.1384929,0.11998505
F,unemployed,1,12555,0.86445904,0.44399887,0.0,0,0.03698563,0.06417772,0.053881027
F,employed,1,14445,0.99314475,0.98001319,0.42870536,0,0.036043297,0.032881174,0.057066802
M,student,0,7143,0.98575002,0.69112474,0.92110109,0,0.052124113,0.07921377,0.061143912
M,unemployed,1,0,0.0,0.22569445,0.028554473,0,0.25720546,0.30286443,0.40624425
F,unemployed,1,8127,0.22197302,0.0,0.0,0,0.118822284,0.0945837,0.09273426
M,student,0,0,0.85729438,0.93922842,0.77305883,0,0.12708257,0.11782886,0.16259812
M,unemployed,1,22983,0.88964021,0.9763335,0.055249687,0,0.015579317,0.011024254,0.033846132
M,employed,1,6067,0.81316274,0.57106334,0.8620674,0,0.12094859,0.14673106,0.11337016
F,retired,1,2968,0.095890805,0.0,0.0,0,0.19076946,0.13687532,0.14010014
M,employed,1,8222,0.52113581,0.58514732,0.5925144,0,0.11452152,0.09649929,0.092718646
M,retired,1,8286,0.0,0.32796901,0.34012428,0,0.06556593,0.04612636,0.05148026
F,student,0,0,0.8008368,0.0058670002,0.21537143,1,0.160123,0.3011395,0.23400877
F,employed,0,11012,0.51806599,0.0,0.68323272,0,0.09134331,0.095302485,0.06455847
M,unemployed,1,0,0.0,0.52339995,0.020861998,0,0.25720546,0.2611567,0.40039453
F,student,0,0,0.92178559,0.87957436,0.80982244,0,0.12922537,0.14055575,0.14330158
F,retired,0,27094,0.24073672,0.27246824,0.0,0,0.020508714,0.019136632,0.01832546
M,student,0,4590,0.84297264,0.87942439,0.88414198,0,0.0868428,0.0979486,0.08537263
F,employed,0,28952,0.50790244,0.70072085,0.0,0,0.024758361,0.015958058,0.028261451
M,unemployed,1,0,0.074805506,0.50515485,0.90802073,0,0.3956894,0.2585322,0.15759265
M,employed,1,27831,0.0,0.0,0.31985512,0,0.031179141,0.02865298,0.032968704
F,employed,0,6553,0.0,0.11679982,0.0,0,0.17489405,0.23431541,0.1923489
M,employed,1,211620,0.61879337,0.0,0.88779384,0,0.0012570118,0.0026914096,0.0018673358
M,unemployed,1,0,0.081371576,0.88718188,0.32753605,1,0.3956894,0.17584257,0.3010516
F,student,1,0,0.032995302,0.8761977,0.99501193,0,0.31259254,0.1426516,0.14315727
M,student,0,0,0.99923801,0.7760514,0.24593829,0,0.10674566,0.14943022,0.2247983
F,employed,1,9498,0.0,0.63086832,0.10156285,0,0.10309418,0.07537252,0.16288714
F,unemployed,1,0,0.25516894,0.40791258,0.46394223,1,0.29357705,0.27976832,0.27050036
F,employed,0,5577,0.91720688,0.8028143,0.79905498,0,0.11534858,0.12942764,0.12215539
F,retired,1,7256,0.27732769,0.22740515,0.082079895,0,0.074076846,0.07441561,0.111242354
M,student,0,0,0.8028419,0.86837775,0.074264653,0,0.1579595,0.13930199,0.28315216
M,employed,1,23243,0.39825547,0.36768797,0.0,0,0.031596627,0.034721565,0.030362999
M,employed,1,11902,0.47810143,0.0,0.63985467,0,0.07865185,0.07889325,0.04736044
M,student,0,46610,0.9075647,0.90450555,0.86174291,0,0.0053545833,0.004370494,0.0048355926
M,employed,1,31319,0.48060924,0.52412152,0.79814214,0,0.023006225,0.024959829,0.020852229
M,employed,1,17841,0.68141764,0.63229561,0.58548975,0,0.035818823,0.033462394,0.03674357
M,employed,0,17269,0.20807055,0.53971493,0.61859637,0,0.06978173,0.052523736,0.036537778
F,employed,1,7236,0.58606941,0.7393564,0.0,0,0.10228318,0.10276841,0.13867413
M,employed,1,7788,0.85875642,0.9849934,0.53194362,0,0.07829246,0.06963223,0.12230174
F,unemployed,1,8536,0.72978729,0.66658026,0.68503267,0,0.05857634,0.06937905,0.06275933
M,employed,0,10607,0.6555934,0.0,0.0,0,0.07032868,0.10248518,0.109126724
F,employed,1,8439,0.172858,0.0,0.0,0,0.16197026,0.112177484,0.11386822
F,employed,1,10593,0.1082185,0.53787851,0.51858842,1,0.14369307,0.08597452,0.09210608
F,employed,1,4349,0.0,0.034797069,0.95036107,1,0.18010467,0.295048,0.12144217
F,employed,1,789553,0.65209764,0.15228529,0.0,0,0.0011230792,0.00258113,0.0016950323
M,student,0,17474,0.28217673,0.93059236,0.23829833,0,0.034489512,0.018679902,0.039241128
M,employed,1,10820,0.33713174,0.63580632,0.0,0,0.09718399,0.058972668,0.09162148
F,employed,0,6551,0.8133691,0.90951109,0.52584755,0,0.12857057,0.12317353,0.15047088
M,employed,0,14713,0.51579791,0.74006128,0.036762659,0,0.057280954,0.04256954,0.10219316
F,retired,1,4816,0.38541007,0.12039715,0.18932599,0,0.07851012,0.12606867,0.1278577
F,employed,1,88470,0.64026791,0.73442739,0.55071539,0,0.0015371932,0.0011736869,0.0020224901
M,retired,1,4411,0.23106799,0.0,0.0693653,0,0.12228146,0.1227129,0.16771162
M,employed,0,20588,0.0,0.59212512,0.64050263,0,0.037427887,0.027901959,0.026336126
M,employed,1,36561,0.51123774,0.39992279,0.50533056,0,0.017908344,0.025731416,0.018451061
M,unemployed,0,0,0.1315579,0.51276016,0.0,0,0.37034804,0.26134458,0.24368985
M,employed,0,9857,0.514902,0.37688306,0.77530921,0,0.109781176,0.13953927,0.077920936
M,employed,1,7055,0.48850977,0.75288016,0.87262046,0,0.14303744,0.11204595,0.09151086
F,student,0,6003,0.70062101,0.773166,0.20413274,0,0.10738808,0.10463586,0.17038207
F,student,1,51729,0.22339647,0.63721985,0.1649729,0,0.005878268,0.0026566908,0.0060466477
F,employed,1,7663,0.0,0.47048101,0.22067697,0,0.12716989,0.13360561,0.15372333
F,employed,1,11941,0.13036679,0.0,0.05485487,0,0.10790553,0.07584733,0.12447909
F,employed,1,51132,0.0,0.57885712,0.78461719,0,0.006706366,0.003068254,0.0044987514
F,employed,0,12207,0.56815547,0.58360606,0.58760232,0,0.073560126,0.06260547,0.05899589
M,employed,1,8795,0.50515682,0.75459749,0.0,0,0.11664037,0.082849704,0.12298289
M,employed,1,16466,0.0,0.79632485,0.32602116,0,0.051752653,0.03082664,0.06154547
M,retired,1,4144,0.3265323,0.0,0.25799438,0,0.12564537,0.15657285,0.1274869
M,employed,1,16517,0.30310032,0.14723311,0.30881175,0,0.058868475,0.07119655,0.061348267
F,employed,0,11536,0.48141944,0.00052159256,0.55134165,0,0.08907059,0.08585701,0.07654855
M,retired,1,10776,0.0,0.3003633,0.0,0,0.046347585,0.0427515,0.050354544
F,unemployed,1,6379,0.391101,0.81582463,0.59138775,0,0.1856291,0.12109135,0.15169111
M,employed,0,8353,0.0,0.70901012,0.42460611,0,0.124778725,0.083069,0.13129139
M,employed,1,8169,0.28004307,0.76861531,0.6497978,0,0.14362852,0.08734609,0.08005429
M,employed,1,8630,0.46296966,0.48813048,0.61200553,0,0.116391405,0.119855076,0.08054551
M,employed,1,6617,0.78117782,0.7151261,0.81500667,0,0.12172118,0.11939505,0.11004038
M,employed,1,22979,0.0,0.56712478,0.0,0,0.028871477,0.022975363,0.03232857
M,student,1,9707,0.015013061,0.38176075,0.99655735,0,0.08479147,0.06665738,0.03982116
M,student,0,0,0.83102089,0.6520927,0.77309978,1,0.16097866,0.1818355,0.16259812
M,employed,0,10167,0.53560877,0.74433142,0.76388627,0,0.10771403,0.081764854,0.08058466
M,employed,0,17660,0.5344885,0.0,0.14947428,0,0.048637517,0.054848112,0.080344185
F,unemployed,1,23012,0.60708147,0.70937121,0.54119927,0,0.016513605,0.013737286,0.015963301
F,employed,1,11959,0.0,0.0,0.80328459,0,0.0740993,0.07584733,0.04265313
F,unemployed,0,9422,0.55520409,0.83953875,0.0,0,0.09163327,0.054770026,0.08311209
M,employed,1,18338,0.0,0.74851614,0.79201883,0,0.043703843,0.027607258,0.029894486
M,employed,0,28572,0.66042107,0.73481214,0.53828394,0,0.01991783,0.017650349,0.025146835
M,student,0,0,0.91791463,0.92713982,0.88937795,0,0.13111138,0.11907993,0.12327173
F,employed,0,8262,0.1066464,0.0,0.0,0,0.19761729,0.12366124,0.13172473
M,employed,1,19175,0.0,0.33029982,0.019420706,0,0.039937086,0.048447654,0.06412668
F,employed,1,8410,0.67132044,0.0,0.057852522,0,0.07615414,0.11089384,0.17791863
F,employed,1,11849,0.0,0.35883528,0.67940009,0,0.0740993,0.089303106,0.047488198
F,employed,1,5289,0.61224312,0.0,0.90921551,0,0.14200966,0.16115062,0.103443466
F,student,0,0,0.97701049,0.91202033,0.91397548,0,0.11655645,0.13272226,0.1262371
M,employed,1,9762,0.23419893,0.0,0.0,0,0.12734893,0.10979182,0.11235419
F,employed,0,10833,0.51822126,0.9568159,0.89669687,0,0.08927197,0.050437253,0.053180955
F,employed,1,6546,0.68671685,0.0,0.0,0,0.1230224,0.15513285,0.1713071
M,student,0,20649,0.91294599,0.89360261,0.9168781,0,0.015759824,0.014464993,0.011273517
F,retired,1,10306,0.0,0.26768768,0.24056759,0,0.048455708,0.048307125,0.049837448
M,unemployed,1,0,0.71743828,0.7672419,0.82223946,0,0.19011582,0.1930526,0.17621942
F,unemployed,1,13276,0.49708,0.5575636,0.17881148,0,0.045648474,0.043151792,0.070775345
M,retired,1,32034,0.17420009,0.010362872,0.0,0,0.02147771,0.027118348,0.016735254
M,employed,1,8156,0.55088544,0.0,0.28936142,0,0.10969102,0.12174743,0.14357856
M,employed,1,32346,0.92005903,0.44440576,0.48706383,0,0.018837301,0.03321913,0.024238074
F,unemployed,0,14306,0.64875096,0.75603014,0.51534551,0,0.032518342,0.030149685,0.04064651
F,unemployed,1,0,0.71509433,0.6665287,0.69276446,0,0.18904229,0.22186558,0.19861507
M,retired,1,7755,0.35975718,0.0,0.24463677,0,0.05580109,0.07854338,0.06856323
M,employed,0,12616,0.89021379,0.0,0.90258902,0,0.057609692,0.07717477,0.04090567
M,employed,0,10969,0.17294501,0.86949742,0.52516049,0,0.13619433,0.06253247,0.09086614
F,employed,0,10897,0.54787064,0.40113735,0.38699698,0,0.08636666,0.11187699,0.105999
F,student,0,0,0.59073418,0.4033753,0.049260534,1,0.18346891,0.2247842,0.29988167
F,unemployed,1,8758,0.11094277,0.18339792,0.52518505,0,0.14723743,0.12161754,0.0795561
M,employed,0,14987,0.92311436,0.53551316,0.038328242,0,0.041340984,0.060156006,0.10018591
M,student,0,0,0.98718965,0.89280939,0.29673567,1,0.11081605,0.13574187,0.21044561
F,employed,1,24406,0.26038408,0.23904531,0.02444455,0,0.027001828,0.030729122,0.039321225
F,student,0,0,0.89008331,0.55888015,0.0,0,0.13294093,0.20235592,0.1920391
F,employed,1,12629,0.14299373,0.16613063,0.44673416,0,0.10067999,0.10265074,0.07041576
M,employed,1,8562,0.0,0.52091086,0.50216824,0,0.117501974,0.11145952,0.117686935
M,employed,0,8451,0.50093991,0.24545875,0.89994878,0,0.123683326,0.14776112,0.068050176
M,employed,1,7264,0.84353107,0.0,0.6947614,0,0.082706764,0.13696381,0.092193626
M,employed,0,7206,0.87219876,0.54758793,0.74911261,0,0.08899065,0.12982039,0.09838778
M,employed,1,7756,0.0,0.52379888,0.74771041,0,0.12873581,0.12234147,0.08623433
M,employed,0,19645,0.65455973,0.0,0.0,0,0.028957728,0.038901463,0.04182632
M,employed,1,11019,0.74957561,0.63332194,0.081407033,0,0.061710898,0.061921664,0.14495946
M,student,0,0,0.86157662,0.20597281,0.88662642,0,0.12708257,0.24590032,0.12327173
F,employed,1,4771,0.44128835,0.042221997,0.20393342,0,0.18089259,0.2704021,0.21793278
F,employed,1,6577,0.56140953,0.0,0.51939577,0,0.14047194,0.15513285,0.14099114
M,employed,0,7881,0.0,0.54092222,0.83197606,0,0.13478239,0.12953864,0.08859738
M,retired,1,6129,0.18800525,0.0,0.3042371,0,0.14155698,0.11135399,0.07789177
M,employed,1,8626,0.0,0.53848016,0.20031443,0,0.11660389,0.10808394,0.14749451
F,student,0,0,0.76510262,0.81479931,0.85845202,0,0.16005938,0.14873908,0.14431645
M,employed,1,18284,0.70734245,0.33349729,0.80364418,0,0.02958433,0.052698962,0.030964646
M,employed,0,6651,0.21036951,0.0,0.0,0,0.20974839,0.17232531,0.19283572
F,employed,1,47901,0.43883446,0.0,0.11843523,0,0.0076569095,0.00898923,0.012033065
M,employed,0,122459,0.78498477,0.0,0.63021082,0,0.0013531374,0.0029027327,0.0016998264
M,employed,1,17711,0.64433122,0.037339147,0.73100173,0,0.039615184,0.08902575,0.03553105
M,employed,1,11184,0.67540503,0.9520697,0.41679701,0,0.06046345,0.04701337,0.09522641
F,unemployed,1,0,0.0,0.0,0.24763241,0,0.2549786,0.24950142,0.312188
M,student,0,0,0.06156132,0.81755972,0.74785364,0,0.30400383,0.14589816,0.1609556
F,employed,1,16367,0.59302634,0.5375824,0.41297194,1,0.038334303,0.045418184,0.049332213
F,employed,1,30198,0.90414852,0.056527939,0.67184329,0,0.018684566,0.039759416,0.019050583
F,student,0,4411,0.54748738,0.33172846,0.95334458,0,0.14116712,0.16917847,0.101995535
F,retired,0,4111,0.1777751,0.21219528,0.0,1,0.19183001,0.15635979,0.15882675
F,student,0,3649,0.4064343,0.93369782,0.93226594,1,0.17775226,0.104697965,0.11312097
M,employed,0,9500,0.68804258,0.56388789,0.0,0,0.076560885,0.09450476,0.1209844
M,employed,1,9876,0.0,0.12596478,0.0,0,0.108893126,0.154775,0.11268668
F,unemployed,1,13978,0.55326539,0.030391909,0.99256939,0,0.035895362,0.06944572,0.017711336
F,employed,1,8142,0.57711458,0.0,0.58025217,0,0.08975416,0.11621924,0.09484424
F,unemployed,1,7272,0.26779765,0.0,0.79411173,0,0.14118266,0.11738805,0.08245839
F,employed,1,4855,0.0,0.79939169,0.26410592,0,0.16515,0.11796962,0.18833718
M,student,1,0,0.45276791,0.62340307,0.85460037,0,0.2266204,0.18849711,0.14578252
F,employed,1,24458,0.0,0.46596292,0.54224944,0,0.02362157,0.025559988,0.020936713
M,employed,0,205617,0.63623959,0.9997192,0.69774026,0,0.0013595393,0.0017739437,0.0015717819
M,employed,0,9145,0.020755216,0.42295155,0.50117433,0,0.18859185,0.1262103,0.11845021
M,employed,0,17930,0.67645752,0.0,0.63301522,0,0.03814354,0.052885722,0.035137255
F,employed,0,7543,0.61641157,0.0,0.86823708,0,0.1190632,0.14585781,0.091573216
M,unemployed,1,0,0.54130954,0.23928735,0.56609422,1,0.24532808,0.29579103,0.22766219
M,employed,1,6470,0.55136287,0.0,0.57247841,0,0.14846781,0.15851952,0.12931007
F,employed,0,27418,0.56956345,0.0,0.012893639,0,0.024402283,0.03467253,0.058066674
M,employed,1,42701,0.0,0.027811928,0.52370417,0,0.018153641,0.030485058,0.0141208265
F,unemployed,1,0,0.56645465,0.029821521,0.77593476,0,0.23603587,0.38694158,0.19391917
M,employed,1,14596,0.68808508,0.85893816,0.012229519,0,0.04206971,0.034127638,0.10107975
F,retired,0,6705,0.051219177,0.28400171,0.0,0,0.15643948,0.09475743,0.113149345
F,employed,0,13355,0.63722467,0.90160245,0.26826665,0,0.054726806,0.04205965,0.08233029
M,employed,0,6592,0.19988652,0.44188994,0.0,0,0.21493444,0.19314891,0.19362323
M,student,0,0,0.59062117,0.98629582,0.74857134,0,0.18031463,0.100563124,0.1609556
M,employed,1,5777,0.069557965,0.54785585,0.0,0,0.26897064,0.1525275,0.18169925
F,retired,1,9051,0.18949728,0.0,0.21547675,0,0.07142711,0.05923161,0.057037357
M,employed,1,10605,0.0,0.0,0.56297284,0,0.098292604,0.09732781,0.08769981
F,employed,1,7935,0.27946484,0.51579583,0.37040147,0,0.14407374,0.1185305,0.11697704
M,student,0,0,0.91121191,0.23170789,0.0,0,0.12679482,0.23708819,0.19037929
M,employed,1,7895,0.58462942,0.0,0.59511077,0,0.09623881,0.12747024,0.10073545
M,unemployed,0,10905,0.066816218,0.2739757,0.58112556,0,0.11639169,0.08546226,0.058392756
M,retired,1,7317,0.026327243,0.079842478,0.29389954,0,0.12052916,0.12180988,0.062927715
F,student,0,64554,0.6443336,0.95144904,0.32455635,0,0.0027650346,0.001742534,0.0046454538
M,employed,1,7952,0.80171084,0.81788111,0.62391925,0,0.08415177,0.08841255,0.08540901
F,student,0,4446,0.0,0.28211868,0.92294586,0,0.13279657,0.17562482,0.097672865
M,retired,0,138791,0.0,0.0,0.0,0,0.0019191679,0.002183907,0.0015080896
M,retired,1,8703,0.20484757,0.20181546,0.0,0,0.07031333,0.072862156,0.06783688
M,employed,1,15411,0.0,0.0,0.8544898,0,0.056482114,0.05705944,0.033533905
F,student,0,0,0.87780213,0.22965741,0.72063774,0,0.13502531,0.2385434,0.16914205
F,employed,1,7094,0.69639468,0.61001486,0.56688493,0,0.095368266,0.12000224,0.12095781
M,employed,1,9899,0.0,0.16916452,0.0,0,0.108893126,0.15086773,0.11268668
M,employed,1,6294,0.0,0.55570257,0.61879164,0,0.170781,0.14623901,0.12596795
F,employed,1,5866,0.36563733,0.93941975,0.0,0,0.18366058,0.102092974,0.1764814
M,student,0,3601,0.84409755,0.78750867,0.51089841,1,0.10491172,0.12560411,0.14383014
M,employed,1,8925,0.057725538,0.97520548,0.084552214,0,0.18059011,0.060909264,0.17635757
F,employed,1,10680,0.77703691,0.58609819,0.57834756,0,0.062418524,0.0733305,0.07436319
M,retired,1,1982,0.2215447,0.22206953,0.25786471,0,0.14306441,0.1373368,0.121032335
M,unemployed,0,0,0.38984838,0.15566944,0.6062519,1,0.27850062,0.32267705,0.22132404
M,retired,0,40044,0.0052022128,0.0,0.075373478,1,0.0145962825,0.011617214,0.013701884
M,student,0,0,0.72056538,0.11393542,0.11657198,0,0.15930706,0.25992846,0.28478062
F,employed,1,40478,0.0,0.0,0.39522815,0,0.017834207,0.017199641,0.018329548
M,employed,0,23369,0.62181121,0.65915084,0.23382556,0,0.022324026,0.01819548,0.033560626
M,employed,1,12312,0.0,0.056376398,0.71293265,0,0.07532081,0.13370073,0.04945327
F,employed,0,19378,0.65448809,0.84189171,0.066668309,0,0.030998252,0.025941683,0.06300489
M,student,1,6500,0.17774643,0.30530423,0.79105216,0,0.18725578,0.14637446,0.09872211
M,employed,1,12373,0.52285659,0.54764462,0.90635884,0,0.067934185,0.06303868,0.04178165
F,employed,1,8531,0.81617975,0.0,0.0,0,0.075065635,0.111659825,0.11386822
M,unemployed,0,10772,0.0,0.69873881,0.84837198,0,0.06709868,0.04511098,0.040411465
F,employed,0,13735,0.0,0.73180896,0.53911781,0,0.06020575,0.041318335,0.054037508
M,employed,1,24656,0.49831298,0.0,0.30511823,0,0.021483017,0.024868546,0.02892987
M,employed,1,47988,0.058024153,0.0,0.51449287,0,0.014461241,0.0091771595,0.0074272654
M,student,0,0,0.27011916,0.85349655,0.99104786,0,0.22921488,0.1297383,0.10687681
F,employed,1,10449,0.8299821,0.63374132,0.83353168,0,0.062056493,0.06996699,0.05781378
F,student,0,14625,0.0,0.83576465,0.74805945,0,0.029774891,0.021375256,0.026340783
F,employed,1,13000,0.62649733,0.14440925,0.38059157,0,0.053357564,0.09381313,0.07297595
M,employed,1,20577,0.27106294,0.047213964,0.53005844,0,0.041103404,0.059184257,0.029961376
M,employed,0,7937,0.12840554,0.032912962,0.28224513,1,0.20848008,0.23271865,0.16475195
F,employed,1,12847,0.85446537,0.0,0.17986047,0,0.051664867,0.072309315,0.10586726
M,employed,1,15281,0.60735875,0.74250042,0.71427536,0,0.045043807,0.03669216,0.04041101
M,retired,1,8974,0.16746044,0.28789908,0.31506434,0,0.08021781,0.055026755,0.0514289
M,employed,1,8047,0.83471966,0.49080437,0.48642892,0,0.07824153,0.124892175,0.123465896
M,student,0,0,0.93251836,0.76877725,0.28290963,0,0.110668994,0.15507686,0.22570063
M,employed,0,7557,0.016963026,0.60866183,0.0,0,0.23919609,0.12552777,0.16014156
M,employed,0,7922,0.51264024,0.0,0.49966744,0,0.13187188,0.13514236,0.13593581
F,unemployed,1,0,0.64759094,0.0,0.71514672,0,0.20434949,0.24950142,0.20242006
M,employed,1,21320,0.52243072,0.58190745,0.98593706,0,0.026734024,0.025584541,0.013925886
M,student,0,12533,0.92025793,0.83468127,0.93055725,0,0.027327219,0.023386752,0.023305396
F,retired,1,4252,0.2987369,0.10924128,0.28440875,0,0.102618486,0.15512662,0.0944299
F,employed,1,5398,0.58382303,0.8054142,0.0,0,0.14050041,0.11957031,0.17581098
M,employed,1,21222,0.0,0.0060713887,0.60444766,1,0.032234337,0.050998542,0.023111114
M,employed,1,7666,0.195169,0.0,0.5361951,0,0.1909968,0.13619709,0.12450527
M,employed,1,28558,0.73810083,0.18386747,0.71973634,0,0.017076392,0.034587394,0.020319313
M,employed,0,11504,0.0,0.27110353,0.61187232,0,0.08921465,0.11085197,0.058380682
F,employed,1,14794,0.54730511,0.20583904,0.63681072,0,0.04858744,0.07484359,0.038466457
M,student,0,6725,0.40872866,0.10115422,0.91970152,1,0.13426475,0.15819007,0.079697594
M,employed,0,19553,0.40922797,0.0,0.24616861,0,0.04252013,0.038901463,0.05011178
M,employed,0,5212,0.35218391,0.62524688,0.66134626,0,0.20149624,0.1362286,0.13180348
F,employed,1,13128,0.67583579,0.091164939,0.058455586,0,0.043883484,0.104134366,0.0994273
M,unemployed,0,27697,0.057111945,0.78384554,0.66535175,0,0.034765784,0.012308216,0.01738178
F,employed,1,6483,0.16648144,0.40058124,0.10902103,1,0.22458011,0.17230687,0.24805087
F,employed,1,14075,0.66184682,0.67805719,0.81906408,0,0.03899238,0.033369824,0.033862118
F,unemployed,1,0,0.26216322,0.15861599,0.0,0,0.29357705,0.32221204,0.24182822
M,employed,1,17145,0.89417815,0.25898755,0.13167685,1,0.03728731,0.06526588,0.076103084
F,student,0,0,0.7595408,0.8622607,0.33209729,0,0.16407324,0.13340412,0.21294826
M,student,0,0,0.12438311,0.531519,0.97527945,0,0.29529336,0.20898739,0.11720774
F,retired,1,68821,0.050385904,0.25446019,0.0,0,0.0050813025,0.002605991,0.0030065433
M,student,0,12559,0.77463907,0.86147821,0.0,0,0.026780307,0.02379192,0.041416094
M,employed,1,6989,0.63616908,0.62071413,0.53180939,0,0.11815737,0.11236495,0.13145818
M,employed,1,12321,0.56048983,0.31538039,0.0,0,0.06956262,0.095526844,0.08649362
M,employed,1,10660,0.91337842,0.24728039,0.80654836,0,0.06352373,0.12083454,0.058347203
M,employed,0,9232,0.0,0.0,0.65591747,0,0.11337901,0.114630915,0.0770039
F,retired,1,17467,0.38590902,0.0,0.32001466,0,0.02093441,0.02870325,0.021452896
F,unemployed,1,0,0.53017986,0.32320619,0.5402534,0,0.24731295,0.28872412,0.22698022
M,unemployed,1,0,0.69555992,0.75712222,0.0,1,0.19011582,0.21082702,0.2459389
F,employed,1,5830,0.64761376,0.82351518,0.75732893,0,0.13175817,0.11580217,0.11860358
F,employed,1,8029,0.12578341,0.44430768,0.0,0,0.18094355,0.12769365,0.12485556
M,employed,0,20453,0.72724128,0.33778912,0.069671065,0,0.025934568,0.044681184,0.055788606
F,retired,1,2200,0.047942303,0.30475128,0.0,0,0.19740558,0.112050265,0.14010014
M,employed,1,5984,0.45479286,0.0,0.50997156,1,0.17246535,0.16599275,0.15394516
F,retired,1,5187,0.20208998,0.20072761,0.0,0,0.10717807,0.11551865,0.108943686
M,employed,1,27052,0.81662482,0.41943491,0.32686099,0,0.020387877,0.03464518,0.033353176
F,employed,1,159528,0.60113019,0.64347112,0.41717109,0,0.0011758512,0.0009846668,0.002019651
M,employed,1,10279,0.20501983,0.0,0.41315925,0,0.11992583,0.09632818,0.10706422
M,retired,1,5197,0.0,0.0,0.0,0,0.10644346,0.11052226,0.116275765
F,employed,0,6293,0.2009574,0.43452716,0.77852219,0,0.21695554,0.19837776,0.12628567
F,unemployed,1,0,0.0,0.69465011,0.67578208,0,0.2549786,0.21625096,0.20043626
F,employed,1,13307,0.27769437,0.052493531,0.0,0,0.06943791,0.103230596,0.06355006
F,student,0,8170,0.85088038,0.14840907,0.90594,0,0.038994007,0.083133355,0.034783483
M,retired,1,13899,0.0,0.092937261,0.0,0,0.02947337,0.04438367,0.031655997
F,employed,1,6685,0.43088236,0.5701623,0.068650626,1,0.16747172,0.13581537,0.25387177
M,employed,1,14024,0.0,0.0,0.40991253,0,0.05485454,0.056098614,0.0565711
F,employed,0,284317,0.0,0.59788948,0.44984421,0,0.002695825,0.0011052734,0.002005908
M,employed,1,12770,0.47460678,0.0,0.53711897,1,0.076871015,0.07522472,0.07265386
F,employed,1,4915,0.87875438,0.6799764,0.76262224,0,0.10711291,0.12629421,0.12356664
M,retired,0,7192,0.39312306,0.001449824,0.047720473,0,0.06292313,0.08358093,0.12678315
M,employed,0,8101,0.62330568,0.78388298,0.63142008,0,0.10063346,0.0906841,0.085947886
M,employed,1,7673,0.058131009,0.52316433,0.55478835,0,0.21534076,0.13040452,0.121385776
M,employed,1,6532,0.56496376,0.7337727,0.83858371,0,0.14240043,0.13102207,0.110552594
M,student,0,0,0.84897536,0.87223625,0.41518381,0,0.12708257,0.13930199,0.20100524
M,unemployed,1,0,0.5144636,0.50174671,0.0,0,0.2516557,0.26353878,0.2459389
M,unemployed,0,75840,0.74366522,0.0,0.56080472,0,0.0013182429,0.002815886,0.0019182294
M,student,0,0,0.96419233,0.076571874,0.78109002,0,0.12102714,0.29807097,0.15941226
F,employed,0,35478,0.12581091,0.0,0.24765615,0,0.034895804,0.024800766,0.030438917
F,retired,1,6717,0.0,0.25252095,0.37343976,0,0.093665205,0.09141406,0.06266115
M,unemployed,0,5963,0.54047483,0.41765094,0.0,0,0.17694402,0.20117952,0.18457642
F,employed,1,14397,0.96664578,0.29821014,0.19944461,0,0.03853424,0.06923671,0.07612585
M,employed,1,14764,0.60525417,0.0,0.561831,0,0.045743313,0.058667995,0.053090606
