id,own,competing2,competing3,borrowertype,accepted,default,profit
7892,.01929412,.045000002,.0061441446,3,0,0,
7893,.084291354,.064999998,.10322195,2,0,0,
7894,.17730919,.19499999,.13074403,1,0,0,
7895,.086253561,.092087053,.082416236,3,0,0,
7896,.10086296,.095558703,.05309923,1,0,0,
7897,.25529644,,.13975838,2,0,0,
7898,.10729872,.11762258,,1,1,0,1072.9872
7899,.19358815,.18000001,.08809837,3,0,0,
7900,.21281996,,.11842481,1,0,0,
7901,.062540226,.045498788,.059481826,3,0,0,
7902,.23306286,.19,,3,0,0,
7903,.35069516,,,2,1,0,3506.9517
7904,.054492805,.090488203,.09655235,3,1,0,544.92804
7905,.20248316,.19283237,,3,0,0,
7906,.14306122,.175,.15595764,3,0,0,
7907,.16827999,,.40678683,1,1,0,1682.7999
7908,.058079958,.087192751,.040565286,2,0,0,
7909,.026970606,.075000003,.10280112,1,1,0,269.70605
7910,.43058255,.16249999,.30442372,2,0,0,
7911,.041992571,.019821577,.033894327,3,0,0,
7912,.12075802,.245,.1438905,2,1,0,1207.5802
7913,.081675947,.16121344,.091106184,2,1,0,816.75946
7914,.016790191,.0275,.0026451841,3,0,0,
7915,.27517089,.175,.1389329,1,0,0,
7916,.073577896,.048507836,.12793508,1,0,0,
7917,.2068648,.17413785,,2,0,0,
7918,.016677445,.01959,.0064855986,3,0,0,
7919,.15936588,.16984059,.12516017,1,0,0,
7920,.17607085,.2775,.19275863,3,0,0,
7921,.13673785,.10050572,,2,0,0,
7922,.073740408,.093460888,.049543504,3,0,0,
7923,.13982578,.17618339,,1,1,0,1398.2578
7924,.18146345,.14519803,,2,0,0,
7925,.099102743,.11,.052485507,3,0,0,
7926,.054669436,.079999998,.037982795,2,0,0,
7927,.18675292,,,3,1,0,1867.5292
7928,.05474858,.020384721,.019238213,3,0,0,
7929,.20565054,,,1,1,1,-10000
7930,.036645547,.085000001,.016919293,1,1,0,366.45547
7931,.13412336,.18816787,.13898839,1,1,0,1341.2335
7932,.27720788,.18747026,.15432796,2,0,1,
7933,.045551009,.057500001,.09858463,3,1,0,455.5101
7934,.042871542,.079999998,.062346652,3,0,0,
7935,.13470237,.18325731,.12091688,3,0,0,
7936,.045674413,.077500001,.10250668,2,1,0,456.74414
7937,.20250259,.30000001,.21627523,2,1,0,2025.0259
7938,.050433587,.022723461,.026340554,3,0,0,
7939,.016163118,.01959,.092187501,1,1,0,161.63118
7940,.10120288,.094999999,.058264766,2,0,0,
7941,.055694744,.097499996,.10554328,3,1,0,556.94745
7942,.13290393,.18550056,,1,1,0,1329.0393
7943,.077120721,.098200299,.062807694,2,0,0,
7944,.14260922,.14749999,.134446,1,1,0,1426.0923
7945,.25842753,,.15894903,1,0,0,
7946,.10102635,.10804099,.12021625,3,0,0,
7947,.042750537,.046538755,.017126823,3,0,0,
7948,.29647961,,,1,1,1,-10000
7949,.047182567,.021143952,.095976211,3,0,0,
7950,.028482135,.0425,.010788015,1,1,0,284.82135
7951,.20556036,.2175,,3,1,1,-10000
7952,.15840398,.115,,2,0,1,
7953,.057880726,.053145938,.025689185,2,0,0,
7954,.12755071,.15046267,.067401141,3,0,0,
7955,.16751765,,,2,1,0,1675.1765
7956,.045357876,.042593937,.028390186,3,0,0,
7957,.020890029,.045000002,.0092790406,3,0,0,
7958,.46736318,.17,.16885756,3,0,0,
7959,.035389781,.01959,.016300546,2,0,0,
7960,.26145855,.2175,,1,0,0,
7961,.018883459,.035,.090964533,1,1,0,188.83459
7962,.20763719,.1575,,1,0,0,
7963,.023614382,.035,.09425129,3,1,0,236.14383
7964,.23306286,.23,.13878693,3,0,0,
7965,.14310114,,.18725409,3,1,0,1431.0114
7966,.036494162,.052499998,.097736046,3,1,0,364.94162
7967,.076293595,.098316267,.043174729,2,0,0,
7968,.12501486,.096410587,.13642262,3,0,0,
7969,.33685651,,.46382824,3,1,1,-10000
7970,.23922931,.30000001,,3,1,0,2392.293
7971,.20369233,.1675,,1,0,0,
7972,.039331786,.050000001,.096322358,2,0,0,
7973,.46715885,,.28176254,2,0,0,
7974,.16666214,.20421939,.2125302,1,1,0,1666.6215
7975,.15825813,.115,.1378621,1,0,0,
7976,.071288623,.075000003,.14002919,2,0,1,
7977,.016109161,.01959,.090638228,1,1,0,161.09161
7978,.16660163,.27000001,.27317908,2,1,0,1666.0162
7979,.091227695,.1375,.082660966,2,0,0,
7980,.028663322,.050000001,.015473199,1,1,0,286.63321
7981,.074766047,.095497146,.10307981,2,1,0,747.66046
7982,.034206554,.01959,.095765211,2,0,0,
7983,.11176043,.10449926,.12937683,1,1,0,1117.6042
7984,.083905451,.098537147,.076761864,1,1,0,839.0545
7985,.17356552,,,3,1,0,1735.6553
7986,.36487946,,.24745628,3,0,1,
7987,.019124195,.01959,.092587359,1,1,0,191.24194
7988,.13996679,.18857443,.10159499,2,0,0,
7989,.24022099,.17,.12627515,3,0,0,
7990,.31255123,.1754697,,2,0,0,
7991,.1907154,.10499191,.15113103,1,0,0,
7992,.2177124,.125,.11849303,1,0,0,
7993,.13344944,.1525,.14851642,2,0,0,
7994,.25159881,,,1,1,0,2515.988
7995,.077972159,.092500001,.10805528,3,1,0,779.72156
7996,.10668347,.089606777,.14632577,3,0,1,
7997,.018941231,.050000001,.0062018759,1,1,0,189.41231
7998,.11180715,,.098172486,3,0,0,
7999,.22095405,,.22346313,3,0,0,
8000,.040971681,.057500001,.021565331,2,0,0,
8001,.1950399,.22465347,.1613844,2,0,0,
8002,.026755324,.032499999,.0098071471,3,0,0,
8003,.05263846,.096273102,.11865569,1,1,0,526.38458
8004,.10883977,.12,,2,0,0,
8005,.092026331,.12588865,,1,1,0,920.26331
8006,.19429927,.16077878,,1,0,0,
8007,.24820882,.16733354,.13473584,3,0,0,
8008,.15626025,,,3,1,0,1562.6025
8009,.044233974,.075000003,.099935859,2,1,0,442.33975
8010,.14521813,.14749999,.12165145,1,0,1,
8011,.13990091,.2475,.12947312,2,0,0,
8012,.019127812,.020015929,.0064610224,1,1,0,191.27812
8013,.14012638,.1375,.10717919,3,0,0,
8014,.2451627,.19648787,.20017345,2,0,0,
8015,.099234767,.07,.13592164,3,0,0,
8016,.059112452,.085000001,.038922567,3,0,0,
8017,.063182428,.07,.026763938,3,0,1,
8018,.10269018,.11485801,.1609554,2,0,0,
8019,.12007496,.11041963,.10351218,3,0,0,
8020,.018660678,.032499999,.0018507378,1,1,0,186.60678
8021,.15816677,.09282548,.043246306,1,0,0,
8022,.017485661,.0275,.091350451,2,0,0,
8023,.23454803,.13,,1,0,0,
8024,.16058373,.16695364,,2,0,0,
8025,.024780076,.01959,.094009079,2,0,0,
8026,.051026367,.0625,.020078829,1,0,0,
8027,.057044815,.060284883,.049005091,1,1,0,570.44818
8028,.063087061,.056833308,.11372704,3,0,0,
8029,.057261616,.044634648,.10347179,3,0,0,
8030,.096212871,.125,.068311766,1,0,0,
8031,.071321122,.092500001,.04642589,1,0,0,
8032,.060113136,.087499999,.10723443,2,1,0,601.13135
8033,.066608906,.1,.10417772,1,1,0,666.08905
8034,.046381786,.067500003,.058253732,1,1,0,463.81787
8035,.15225028,.13661104,.23639995,2,0,0,
8036,.38212517,.2225,,3,0,1,
8037,.050844595,.052980565,.10536277,2,0,0,
8038,.039385173,.025827715,.024790337,2,0,0,
8039,.14595591,.17275923,.12464237,3,0,0,
8040,.072564423,.085442543,.10219183,2,0,0,
8041,.054259323,.051218025,.047876623,3,0,0,
8042,.20155109,,.14099216,3,0,0,
8043,.16058373,.30000001,.19623972,2,1,0,1605.8374
8044,.024699854,.01959,.012972268,1,1,0,246.99854
8045,.13220824,.19,,1,1,0,1322.0824
8046,.20449495,.17,,3,0,0,
8047,.20271462,.1045625,,3,0,1,
8048,.19471262,.21250001,.18307786,1,1,0,1947.1262
8049,.064115748,.075000003,.10992718,2,0,0,
8050,.18020074,.215,,1,1,0,1802.0074
8051,.16832396,.30000001,.59802568,2,1,0,1683.2396
8052,.13501573,.2225,.22764897,1,1,0,1350.1572
8053,.17320369,.17481466,,2,0,0,
8054,.32044619,,.31910434,2,0,1,
8055,.054357469,.043960035,.09870977,1,1,0,543.57471
8056,.08485885,.15683641,.15396254,1,1,0,848.5885
8057,.20259134,.15000001,.23084663,2,0,0,
8058,.090634741,.1225,.11700479,3,1,0,906.34741
8059,.046203163,.085000001,.029307365,1,1,0,462.03162
8060,.065016523,.11238267,.12049807,1,1,0,650.16522
8061,.29993573,,.16179788,2,0,0,
8062,.10101817,.075000003,.12854488,1,0,0,
8063,.09719114,.125,.14207165,3,1,0,971.91138
8064,.15753177,,,3,1,0,1575.3176
8065,.029819928,.01959,.0075708982,1,0,0,
8066,.15577161,,,2,1,0,1557.7162
8067,.076830082,.088673741,.061770815,1,1,0,768.30084
8068,.15269156,.2025,.1409796,2,0,1,
8069,.1457786,.17700568,.13663329,2,0,0,
8070,.24587919,.22202732,,2,0,0,
8071,.1412057,.1525,.11157873,1,0,0,
8072,.081646591,.13500001,.11514869,3,1,0,816.46594
8073,.2527242,,,1,1,0,2527.2419
8074,.037486821,.067500003,.023929214,3,0,0,
8075,.061946906,.095259286,.059481826,3,0,0,
8076,.076610647,.077500001,.084290914,1,1,0,766.10645
8077,.13962668,.215,.13874155,2,0,0,
8078,.18267803,.17628469,.078112923,1,0,0,
8079,.16441402,.17411669,,1,1,0,1644.1401
8080,.069308206,.085067712,.12514213,3,1,0,693.08209
8081,.036509283,.0625,.015383342,1,0,0,
8082,.072504915,.087345034,.053444799,3,0,0,
8083,.16058373,.18796438,,2,1,1,-10000
8084,.018141281,.01959,.0017404177,3,0,1,
8085,.11351418,.15779175,,1,1,0,1135.1417
8086,.14419621,.19464584,.097473994,2,0,0,
8087,.04480318,.055,.036292683,2,0,0,
8088,.017596776,.037500001,.094450213,1,1,0,175.96776
8089,.062186588,.024951261,.097617805,3,0,0,
8090,.10283807,.085000001,.04224186,1,0,0,
8091,.3572433,.205,.47168502,2,0,0,
8092,.017745648,.029999999,.0075864093,1,1,0,177.45648
8093,.072050907,.15000001,.05330148,1,1,0,720.50909
8094,.16955626,.19750001,,3,1,0,1695.5626
8095,.097619951,.1525,.088977166,2,0,0,
8096,.24906282,.17427489,.090319306,1,0,1,
8097,.029461019,.0625,.097297817,1,1,0,294.6102
8098,.094269767,.099830329,.12244727,2,0,0,
8099,.11242452,.13,.12970057,1,1,0,1124.2451
8100,.31237844,,,3,1,1,-10000
8101,.40452564,.175,.23254055,3,0,0,
8102,.044956021,.01959,.022996837,2,0,0,
8103,.072489411,.04680369,.11929777,1,0,0,
8104,.1061379,.15000001,.1106341,2,1,0,1061.379
8105,.041473031,.023116266,.023170749,1,1,0,414.73032
8106,.087440901,.10256033,.074221984,3,0,0,
8107,.1409179,.14,.14801702,2,0,0,
8108,.032261401,.067500003,.031380195,2,0,0,
8109,.11542989,.094999999,.12175181,3,0,0,
8110,.23045006,,,2,1,0,2304.5007
8111,.070384748,.082500003,.021020977,2,0,0,
8112,.21744594,.14973493,.13189548,2,0,0,
8113,.044910803,.050203197,.024918307,2,0,0,
8114,.11293283,.1725,.12050028,1,1,0,1129.3284
8115,.19802396,,,1,1,0,1980.2396
8116,.039110877,.021865776,.034358703,2,0,0,
8117,.091691107,.16,.120239,1,1,0,916.91107
8118,.18917771,.145,.15453963,1,0,0,
8119,.10163463,.10472344,.11085887,2,0,0,
8120,.28540912,.1725,,1,0,0,
8121,.1591583,,.38479096,1,1,1,-10000
8122,.076748602,.082234778,.075131468,2,0,1,
8123,.18717073,.21250001,,3,1,0,1871.7073
8124,.16069834,.1075,.078586005,1,0,0,
8125,.036319822,.02183632,.018426698,1,1,0,363.19821
8126,.016185816,.01959,.0063676867,2,0,0,
8127,.16968784,.245,.17485589,2,1,0,1696.8784
8128,.16518861,.19612952,.13636336,3,0,0,
8129,.14862308,.13249999,.17687258,2,0,0,
8130,.096834444,.091562577,.067808181,3,0,0,
8131,.042617921,.032499999,.021840006,2,0,0,
8132,.10495229,.19,.060436819,1,0,0,
8133,.016124031,.035,.0043738699,2,0,0,
8134,.13261408,.11426484,.11382813,3,0,0,
8135,.56883842,.30000001,.40601799,2,0,0,
8136,.018703245,.029999999,.0046374318,2,0,0,
8137,.033183515,.028438853,.014250335,1,1,0,331.83514
8138,.086774595,.074485272,.10310376,2,0,0,
8139,.017709907,.01959,.090739891,2,0,0,
8140,.05611359,.050355911,.038425967,1,1,0,561.13593
8141,.16295788,.17511868,.16259541,3,0,0,
8142,.042737182,.045000002,.016464168,1,0,0,
8143,.10598712,.097010404,.097649582,2,0,0,
8144,.045440208,.0425,.0073580542,2,0,0,
8145,.22361848,.2075,.066492386,3,0,0,
8146,.28563178,.27000001,,2,0,0,
8147,.29334584,,.15583366,3,0,0,
8148,.27983335,.25,,3,0,0,
8149,.065690808,.062350553,.029607208,2,0,0,
8150,.016338082,.035,.094654478,3,1,0,163.38081
8151,.053009979,.105,.047203206,2,0,0,
8152,.10942107,.1068942,.11145171,3,0,0,
8153,.084840849,.17217126,.059026152,3,0,0,
8154,.023783503,.047499999,.092828967,2,1,0,237.83504
8155,.023735486,.0425,.015613673,1,1,0,237.35486
8156,.23631312,,.25283608,2,1,0,2363.1311
8157,.11250494,.11,.11341585,1,1,0,1125.0494
8158,.19180688,.16,,3,0,0,
8159,.15123425,,,1,1,0,1512.3425
8160,.3612673,,,1,1,0,3612.6731
8161,.068568625,.1075,.068747528,2,1,0,685.68622
8162,.034047008,.067500003,.096000358,3,1,0,340.47006
8163,.27560112,.22,.29693905,2,0,0,
8164,.03035906,.045000002,.092613555,3,1,0,303.59061
8165,.43745434,,.41261941,2,0,0,
8166,.11367709,.13993551,.10570786,1,1,0,1136.7709
8167,.4641687,.2375,.20820616,2,0,0,
8168,.11033623,.088638686,.11352509,2,0,1,
8169,.03425397,.019674927,.015356656,2,0,0,
8170,.34306091,.14149344,.15828006,3,0,0,
8171,.070434935,.13,.049474899,1,0,0,
8172,.096268348,.05072093,.10980094,3,0,0,
8173,.14527783,.19529329,.10977248,2,0,0,
8174,.2068648,.1725,.14388028,3,0,0,
8175,.055284958,.045833439,.032506637,3,0,0,
8176,.05140654,.12,.050239772,3,0,0,
8177,.45399925,.19,.189567,1,0,1,
8178,.033569802,.024570778,.099519372,3,0,0,
8179,.017581603,.025,.0028262432,3,0,0,
8180,.34717554,.30000001,,3,0,0,
8181,.09228196,.087860093,.059678599,1,0,0,
8182,.22222322,.10448036,.11803926,2,0,0,
8183,.08195132,.09198159,.10996381,1,1,0,819.51318
8184,.18178722,.17822799,,2,0,0,
8185,.19602884,.12561303,.11408316,1,0,0,
8186,.093455926,.07,.11120814,1,0,0,
8187,.47302634,.1925,.15915594,2,0,0,
8188,.23452622,,,3,1,0,2345.2622
8189,.016312661,.0275,.091842152,3,1,0,163.1266
8190,.03641146,.035,.092165902,2,0,0,
8191,.1978153,.22083144,,2,1,0,1978.153
8192,.13387097,.185,.13835575,1,1,0,1338.7097
8193,.054997597,.050129816,.03802076,1,1,0,549.97595
8194,.15269156,.17749999,.1443328,2,0,0,
8195,.14088561,.1128201,,3,0,0,
8196,.17804281,.16500001,,1,1,0,1780.4281
8197,.403319,.1525,.15915883,3,0,0,
8198,.13522279,.11389565,,1,0,0,
8199,.17768385,.1025,,3,0,0,
8200,.020305073,.01959,.091228113,2,0,0,
8201,.24810991,,.30442372,3,1,0,2481.0991
8202,.073582172,.095141843,.056883965,3,0,0,
8203,.055595677,.064999998,.028478859,1,0,0,
8204,.077304609,.11,.10382406,3,1,0,773.04608
8205,.075603195,.115,.12195407,2,1,0,756.03192
8206,.081256084,.083318099,.038464632,3,0,0,
8207,.2068648,,.16934465,1,0,0,
8208,.033862885,.057500001,.094766811,2,1,0,338.62885
8209,.082752347,.16544135,.13813584,2,1,0,827.5235
8210,.20599189,,.17741495,1,0,0,
8211,.047893889,.0425,.10415071,2,0,0,
8212,.094983272,.125,.11964379,1,1,0,949.8327
8213,.062563084,.0625,.035555102,1,0,0,
8214,.076830082,.13,.10826468,3,1,0,768.30084
8215,.039499331,.039999999,.095115855,2,0,0,
8216,.16305418,.13249999,.20946158,3,0,0,
8217,.056072894,.07357651,.11370381,1,1,0,560.72894
8218,.21592626,.2298771,.14496514,2,0,0,
8219,.19021131,.17991608,,1,1,0,1902.1132
8220,.095373549,.16633116,,1,1,0,953.73547
8221,.016196553,.032499999,.0010740609,1,1,0,161.96553
8222,.13186221,.30000001,,3,1,0,1318.6221
8223,.033385154,.055,.099978268,3,1,0,333.85153
8224,.016266661,.0275,.092313245,3,1,0,162.66661
8225,.21008363,,,1,1,1,-10000
8226,.033045005,.024839099,.02187884,2,0,0,
8227,.036599349,.04532988,.034211818,1,1,0,365.9935
8228,.13084307,.1825,.056445524,2,0,0,
8229,.03607234,.057500001,.09717942,1,1,0,360.72339
8230,.03182435,.077500001,.096682034,2,1,0,318.2435
8231,.063044704,.090000004,.10383471,3,1,0,630.44702
8232,.031268571,.052499998,.093502201,1,1,0,312.6857
8233,.10104436,.088084333,.056942049,3,0,0,
8234,.053889856,.082500003,.12344548,2,1,0,538.89856
8235,.36020362,,,1,1,1,-10000
8236,.028984062,.01959,.090440199,1,1,0,289.84064
8237,.17004032,,,2,1,0,1700.4032
8238,.29157677,,.31287134,2,1,0,2915.7678
8239,.061278384,.094209135,,3,1,0,612.78381
8240,.035164222,.02200296,.099885277,2,0,0,
8241,.08039736,.19,.1265904,2,1,0,803.97357
8242,.074866094,.11,.10954373,1,1,0,748.66095
8243,.35944858,.145,.14063148,3,0,0,
8244,.2047665,.20351972,.41668701,2,0,0,
8245,.022216318,.039999999,.096868329,3,1,0,222.16318
8246,.13541946,.16965146,.21356502,3,1,0,1354.1946
8247,.25845805,.17197819,,3,0,0,
8248,.018688805,.0275,.0024405282,1,1,0,186.88806
8249,.10314517,.1675,.067434363,1,0,0,
8250,.033191685,.01959,.093897164,1,1,0,331.91684
8251,.049278986,.072499998,.12824112,3,1,0,492.78986
8252,.1240072,.1875,.13806266,3,0,0,
8253,.1976821,.15000001,.16021164,3,0,0,
8254,.058833707,.058920871,.026144085,2,0,0,
8255,.20950249,.2825,.13495828,3,0,0,
8256,.20516361,.094999999,.20410879,2,0,0,
8257,.68971086,,,3,1,0,6897.1084
8258,.20479584,,,3,1,0,2047.9584
8259,.063773043,.1,.041409809,1,0,0,
8260,.15630378,,,1,1,0,1563.0378
8261,.04739562,.07,.042874206,2,0,1,
8262,.14566725,.25749999,.14135055,1,1,0,1456.6726
8263,.34767255,.30000001,.26040772,1,0,0,
8264,.08280658,.090518437,.068004601,1,1,0,828.0658
8265,.3572433,,,1,1,0,3572.4331
8266,.10728797,.1925,.12831838,1,1,0,1072.8796
8267,.25152978,,,2,1,0,2515.2979
8268,.016453445,.025,.090871319,2,0,0,
8269,.25067466,.21987437,,3,0,0,
8270,.30144876,.15000001,,1,0,0,
8271,.11163058,.145,,2,1,0,1116.3058
8272,.14791219,.215,.21684489,2,1,0,1479.1219
8273,.054470573,.038019486,.11180875,1,1,0,544.70575
8274,.13673785,.16784348,.12896979,1,1,0,1367.3785
8275,.04370055,.087499999,.12289923,3,1,0,437.00549
8276,.20149674,,,2,1,0,2014.9674
8277,.11937882,.19343142,.12308875,2,1,0,1193.7882
8278,.044338129,.031988923,.096186846,1,1,0,443.38129
8279,.096773073,.075000003,.041164413,3,0,1,
8280,.02726505,.1075,.015833324,3,0,0,
8281,.31691185,.17,.16025615,1,0,0,
8282,.063558035,.033745039,.026981721,1,0,0,
8283,.064341605,.1025,.097392194,2,1,0,643.41608
8284,.032493532,.035,.019826755,1,1,0,324.9353
8285,.25803569,.25,,2,0,0,
8286,.089625306,.1650189,.11248051,3,1,0,896.25305
8287,.15706353,.285,,2,1,0,1570.6353
8288,.14290616,.13310984,.12761235,2,0,0,
8289,.10331324,.1875,.11603168,2,1,0,1033.1323
8290,.3612673,.21250001,,3,0,0,
8291,.1455546,.10489666,,2,0,0,
8292,.09001863,.115,.067879103,2,0,0,
8293,.1353519,.057500001,.072931044,3,0,0,
8294,.13480255,,,1,1,0,1348.0255
8295,.10947274,.10298079,.12858386,2,0,0,
8296,.077467658,.049362328,.050314337,1,0,0,
8297,.05504394,.077500001,.096014008,1,1,0,550.43939
8298,.073471129,.1,.072973274,3,0,0,
8299,.19368193,,.12060118,1,0,1,
8300,.1380412,.2290951,.11702134,1,0,1,
8301,.073040128,.1425,.034079988,2,0,0,
8302,.23306286,.2225,.1409796,1,0,0,
8303,.20449495,.1825,,3,0,0,
8304,.13799731,.11,.10482416,1,0,0,
8305,.046129614,.025128953,.032546878,1,0,0,
8306,.16707909,.1375,.27657452,1,0,0,
8307,.029715233,.01959,.011925477,1,1,0,297.15231
8308,.064123243,.064922966,.01763358,3,0,0,
8309,.12667781,.125,.11057398,2,0,0,
8310,.12083899,.10690492,.15071224,2,0,0,
8311,.076717786,.12,.12095448,2,1,0,767.17786
8312,.18360533,.285,,3,1,0,1836.0532
8313,.019757241,.032499999,.092151567,3,1,0,197.5724
8314,.055896118,.087515019,.099145643,3,1,0,558.96118
8315,.11618063,.22726764,.14392848,3,1,0,1161.8063
8316,.064850293,.04516422,.12030626,1,1,0,648.50293
8317,.16635022,.16204952,,1,1,0,1663.5022
8318,.031841721,.087499999,.020020947,2,0,0,
8319,.10880418,.1225,.10503198,3,0,0,
8320,.093019553,.1375,.12309688,3,1,0,930.1955
8321,.018655248,.020887589,.0074366448,3,0,0,
8322,.17905097,.18653126,.045203228,3,0,0,
8323,.11619324,.19750001,,2,1,0,1161.9324
8324,.055284958,.045712147,.042883594,1,1,0,552.84961
8325,.29719669,.235,.18372023,3,0,0,
8326,.13155942,.087499999,.09361697,2,0,0,
8327,.042461134,.029890841,.028411089,3,0,0,
8328,.13522829,.19982925,.082626171,3,0,0,
8329,.082849205,.13249999,.063846909,3,0,0,
8330,.18853505,,,3,1,1,-10000
8331,.070928402,.088471092,.1064352,2,0,0,
8332,.23306286,.1825,.18550092,3,0,0,
8333,.43403018,,.16934465,3,0,0,
8334,.029494666,.022480186,.093069576,2,0,0,
8335,.020670228,.052499998,.09415254,3,1,0,206.70227
8336,.20294462,.17,.14016701,1,0,1,
8337,.062859401,.13249999,.13907214,2,1,0,628.59399
8338,.095827796,.22,,2,1,0,958.27795
8339,.14566725,.22,.36302057,1,1,1,-10000
8340,.10880051,.11505099,,1,1,0,1088.0051
8341,.085329399,.16500001,.098207712,3,0,0,
8342,.1356927,.19499999,.14615738,3,0,0,
8343,.078913689,.067500003,.13405965,1,1,0,789.1369
8344,.1610436,.20999999,.13238566,1,0,0,
8345,.20155109,.19750001,,2,0,0,
8346,.030766789,.020846404,.014914775,1,1,0,307.66788
8347,.2740086,.19640471,.16065435,1,0,0,
8348,.13610396,.1425,.15358196,3,0,0,
8349,.0908783,.056264926,.071098782,1,0,0,
8350,.03886437,.023990287,.096420147,2,0,0,
8351,.22126898,.16284436,.23038435,2,0,0,
8352,.13186221,,,1,1,0,1318.6221
8353,.053644422,.050442144,.11962258,3,0,0,
8354,.016308833,.01959,.0042040558,2,0,0,
8355,.14089246,.19499999,,1,1,0,1408.9246
8356,.11931489,.13529922,.16954084,1,1,0,1193.1489
8357,.15269156,.2325,,1,1,0,1526.9155
8358,.044729821,.047499999,.034358703,2,0,0,
8359,.061408166,.085000001,.11425308,3,1,0,614.08167
8360,.067352884,.07,.095520452,1,1,0,673.52881
8361,.025673691,.037500001,.092963889,1,1,0,256.73691
8362,.077210613,.04623672,.11219981,1,0,0,
8363,.16148718,.15682752,.10902797,3,0,0,
8364,.15251251,.23999999,.15297832,1,1,0,1525.125
8365,.24404135,.1225,,1,0,0,
8366,.040256631,.06672769,.022963628,2,0,0,
8367,.1731811,.2075,,3,1,0,1731.811
8368,.090250656,.12187171,.072306879,1,1,0,902.50653
8369,.10925917,.1725,,2,1,0,1092.5917
8370,.18328439,,.18695879,3,0,0,
8371,.26846457,.19750001,.20671563,2,0,1,
8372,.26456708,.26499999,,1,1,0,2645.6707
8373,.079719052,.10945537,.061792541,1,1,0,797.19049
8374,.067909606,.1,.030778823,1,0,0,
8375,.046750352,.07,.050937556,3,0,0,
8376,.38132003,.18000001,.14423227,2,0,0,
8377,.079351157,.092078865,.11435857,1,1,0,793.5116
8378,.03456777,.01959,.012827174,1,0,0,
8379,.17375235,.1875,.14676793,1,0,0,
8380,.24965455,.145,.14726882,1,0,0,
8381,.018807471,.01959,.0056225699,1,1,0,188.07471
8382,.20919107,.18752247,.14769463,3,0,0,
8383,.12445019,,.24155265,2,1,0,1244.502
8384,.10409307,.15000001,.1197174,1,1,0,1040.9308
8385,.17288572,.1525,.17390518,1,0,0,
8386,.033550519,.072499998,.014685534,1,1,0,335.50519
8387,.19959441,.13500001,.10697804,1,0,0,
8388,.099942848,.15680267,.094247721,1,1,0,999.42847
8389,.15753177,.19508497,.23361799,1,1,0,1575.3176
8390,.4144581,.30000001,.29160938,3,0,0,
8391,.021092677,.025,.007036,1,1,0,210.92677
8392,.3572433,.21250001,,3,0,0,
8393,.033782065,.050000001,.092868038,1,1,0,337.82065
8394,.019453321,.029999999,.090643533,2,0,0,
8395,.17600815,.2325,.18670464,2,1,0,1760.0815
8396,.060234722,.0625,.1285149,2,0,0,
8397,.13221696,.2525,,2,1,1,-10000
8398,.06735751,.043223783,.096633688,2,0,0,
8399,.084220216,.075000003,.14634353,2,0,1,
8400,.042640228,.059999999,.037051655,3,0,0,
8401,.018132675,.035,.092336625,1,1,0,181.32675
8402,.15905753,.1642701,.14099093,3,0,0,
8403,.017140467,.037500001,.0022824844,3,0,0,
8404,.10167006,.1075,.062802888,1,0,1,
8405,.044497274,.049997043,.10195918,2,0,0,
8406,.041425452,.025876282,.097292662,1,1,0,414.25452
8407,.28848612,,,2,1,0,2884.8613
8408,.13412336,.16766407,.1380132,1,1,0,1341.2335
8409,.076815002,.1225,.055394698,2,0,0,
8410,.13161822,.145,.12733145,3,0,0,
8411,.035948142,.079999998,.095371395,3,1,0,359.48141
8412,.1254148,.16249999,.14460012,1,1,0,1254.1481
8413,.059322022,.028999964,.032976381,3,0,0,
8414,.051065829,.0625,.020200612,2,0,0,
8415,.12962914,.155,.33519694,2,1,0,1296.2914
8416,.20721741,.1725,,2,0,0,
8417,.65912718,,.30442372,1,0,0,
8418,.3612673,,,1,1,0,3612.6731
8419,.15217085,.2175,.12965089,3,0,0,
8420,.051488165,.042371977,.11166371,3,0,0,
8421,.16385558,.1675,.16173257,3,0,0,
8422,.1408125,.11,.13802265,1,0,0,
8423,.042230427,.055,.012617759,2,0,0,
8424,.056017749,.064999998,.028269855,1,0,0,
8425,.028825995,.01959,.019618785,2,0,0,
8426,.045368429,.048804436,.10450338,1,1,0,453.6843
8427,.1217223,.2139378,.18181506,2,1,0,1217.2229
8428,.33542907,.2025,,1,0,1,
8429,.093083762,.077500001,.09573596,1,1,0,930.83765
8430,.16441402,.1675,,2,0,0,
8431,.016321795,.035,.0031205202,2,0,0,
8432,.084516287,.14508225,,2,1,0,845.16284
8433,.042614859,.072499998,.023724627,2,0,0,
8434,.024453815,.035,.011444258,3,0,0,
8435,.25742596,.30000001,,1,1,1,-10000
8436,.24580047,,.2029212,2,0,0,
8437,.048150714,.07,.10084628,3,1,0,481.50714
8438,.016128914,.01959,.0917283,3,1,0,161.28914
8439,.033802722,.023508986,.021308785,1,1,0,338.02722
8440,.16028374,.18330784,.17930809,3,0,0,
8441,.033556402,.02768863,.049838521,2,0,1,
8442,.15047623,.17749999,,3,1,1,-10000
8443,.039271802,.059999999,.019247023,3,0,0,
8444,.016677445,.029999999,.0032594602,3,0,0,
8445,.17899087,.20588219,.13073272,2,0,0,
8446,.086195424,.057544217,.038630139,1,0,0,
8447,.034650333,.0425,.10634186,2,0,0,
